video_id,reason,frames,masks
388843df90,insufficient_49f,36,36
38924f4a7f,insufficient_49f,19,19
38b00f93d7,insufficient_49f,19,19
38c197c10e,insufficient_49f,20,20
38c9c3d801,insufficient_49f,36,36
38eb2bf67f,insufficient_49f,19,19
38fe9b3ed1,insufficient_49f,36,36
390352cced,insufficient_49f,36,36
390c51b987,insufficient_49f,20,20
390ca6f1d6,insufficient_49f,29,29
392bc0f8a1,insufficient_49f,18,18
392ecb43bd,insufficient_49f,19,19
3935291688,insufficient_49f,30,30
3935e63b41,insufficient_49f,36,36
394454fa9c,insufficient_49f,35,35
394638fc8b,insufficient_49f,20,20
39545e20b7,insufficient_49f,36,36
397abeae8f,insufficient_49f,36,36
3988074b88,insufficient_49f,19,19
398f5d5f19,insufficient_49f,24,24
39bc49a28c,insufficient_49f,36,36
39befd99fb,insufficient_49f,27,27
39c3c7bf55,insufficient_49f,36,36
39d584b09f,insufficient_49f,19,19
39f6f6ffb1,insufficient_49f,36,36
3a079fb484,insufficient_49f,35,35
3a0d3a81b7,insufficient_49f,30,30
3a1d55d22b,insufficient_49f,17,17
3a20a7583e,insufficient_49f,20,20
3a2c1f66e5,insufficient_49f,30,30
3a33f4d225,insufficient_49f,36,36
3a3bf84b13,insufficient_49f,29,29
3a4565e5ec,insufficient_49f,29,29
3a4e32ed5e,insufficient_49f,36,36
3a7ad86ce0,insufficient_49f,36,36
3a7bdde9b8,insufficient_49f,36,36
3a98867cbe,insufficient_49f,19,19
3aa3f1c9e8,insufficient_49f,30,30
3aa7fce8b6,insufficient_49f,19,19
3aa876887d,insufficient_49f,20,20
3ab807ded6,insufficient_49f,20,20
3ab9b1a85a,insufficient_49f,20,20
3adac8d7da,insufficient_49f,36,36
3ae1a4016f,insufficient_49f,20,20
3ae2deaec2,insufficient_49f,36,36
3ae81609d6,insufficient_49f,29,29
3af847e62f,insufficient_49f,19,19
3b23792b84,insufficient_49f,29,29
3b3b0af2ee,insufficient_49f,30,30
3b512dad74,insufficient_49f,29,29
3b6c7988f6,insufficient_49f,19,19
3b6e983b5b,insufficient_49f,36,36
3b74a0fc20,insufficient_49f,36,36
3b7a50b80d,insufficient_49f,36,36
3b96d3492f,insufficient_49f,36,36
3b9ad0c5a9,insufficient_49f,30,30
3b9ba0894a,insufficient_49f,36,36
3bb4e10ed7,insufficient_49f,29,29
3bd9a9b515,insufficient_49f,30,30
3beef45388,insufficient_49f,20,20
3c019c0a24,insufficient_49f,20,20
3c090704aa,insufficient_49f,20,20
3c2784fc0d,insufficient_49f,29,29
3c47ab95f8,insufficient_49f,30,30
3c4db32d74,insufficient_49f,19,19
3c5ff93faf,insufficient_49f,36,36
3c700f073e,insufficient_49f,36,36
3c713cbf2f,insufficient_49f,19,19
3c8320669c,insufficient_49f,36,36
3c90d225ee,insufficient_49f,36,36
3cadbcc404,insufficient_49f,20,20
3cb9be84a5,insufficient_49f,29,29
3cc37fd487,insufficient_49f,19,19
3cc6f90cb2,insufficient_49f,19,19
3cd5e035ef,insufficient_49f,36,36
3cdf03531b,insufficient_49f,36,36
3cdf828f59,insufficient_49f,36,36
3d254b0bca,insufficient_49f,36,36
3d5aeac5ba,insufficient_49f,36,36
3d690473e1,insufficient_49f,36,36
3d69fed2fb,insufficient_49f,20,20
3d8997aeb6,insufficient_49f,20,20
3db0d6b07e,insufficient_49f,20,20
3db1ddb8cf,insufficient_49f,36,36
3db907ac77,insufficient_49f,36,36
3dcbc0635b,insufficient_49f,30,30
3dd48ed55f,insufficient_49f,29,29
3de4ac4ec4,insufficient_49f,19,19
3decd63d88,insufficient_49f,36,36
3e04a6be11,insufficient_49f,36,36
3e108fb65a,insufficient_49f,20,20
3e1448b01c,insufficient_49f,30,30
3e16c19634,insufficient_49f,36,36
3e2845307e,insufficient_49f,13,13
3e38336da5,insufficient_49f,20,20
3e3a819865,insufficient_49f,36,36
3e3e4be915,insufficient_49f,20,20
3e680622d7,insufficient_49f,19,19
3e7d2aeb07,insufficient_49f,20,20
3e7d8f363d,insufficient_49f,36,36
3e91f10205,insufficient_49f,6,6
3ea4c49bbe,insufficient_49f,29,29
3eb39d11ab,insufficient_49f,36,36
3ec273c8d5,insufficient_49f,20,20
3ed3f91271,insufficient_49f,16,16
3ee062a2fd,insufficient_49f,36,36
3eede9782c,insufficient_49f,36,36
3ef2fa99cb,insufficient_49f,35,35
3efc6e9892,insufficient_49f,19,19
3f0b0dfddd,insufficient_49f,20,20
3f0c860359,insufficient_49f,19,19
3f18728586,insufficient_49f,36,36
3f3b15f083,insufficient_49f,20,20
3f45a470ad,insufficient_49f,10,10
3f4f3bc803,insufficient_49f,30,30
3fd96c5267,insufficient_49f,19,19
3fea675fab,insufficient_49f,19,19
3fee8cbc9f,insufficient_49f,20,20
3fff16d112,insufficient_49f,36,36
401888b36c,insufficient_49f,29,29
4019231330,insufficient_49f,30,30
402316532d,insufficient_49f,35,35
402680df52,insufficient_49f,36,36
404d02e0c0,insufficient_49f,30,30
40709263a8,insufficient_49f,17,17
4083cfbe15,insufficient_49f,30,30
40a96c5cb1,insufficient_49f,20,20
40b8e50f82,insufficient_49f,19,19
40f4026bf5,insufficient_49f,29,29
4100b57a3a,insufficient_49f,30,30
41059fdd0b,insufficient_49f,36,36
41124e36de,insufficient_49f,29,29
4122aba5f9,insufficient_49f,32,32
413bab0f0d,insufficient_49f,20,20
4164faee0b,insufficient_49f,36,36
418035eec9,insufficient_49f,36,36
4182d51532,insufficient_49f,20,20
418bb97e10,insufficient_49f,29,29
41a34c20e7,insufficient_49f,20,20
41dab05200,insufficient_49f,36,36
41ff6d5e2a,insufficient_49f,16,16
420caf0859,insufficient_49f,12,12
42264230ba,insufficient_49f,20,20
425a0c96e0,insufficient_49f,19,19
42da96b87c,insufficient_49f,36,36
42eb5a5b0f,insufficient_49f,36,36
42f17cd14d,insufficient_49f,19,19
42f5c61c49,insufficient_49f,36,36
42ffdcdee9,insufficient_49f,36,36
432f9884f9,insufficient_49f,19,19
43326d9940,insufficient_49f,30,30
4350f3ab60,insufficient_49f,29,29
4399ffade3,insufficient_49f,20,20
43a6c21f37,insufficient_49f,30,30
43b5555faa,insufficient_49f,36,36
43d63b752a,insufficient_49f,36,36
4416bdd6ac,insufficient_49f,19,19
4444753edd,insufficient_49f,16,16
444aa274e7,insufficient_49f,30,30
444d4e0596,insufficient_49f,30,30
446b8b5f7a,insufficient_49f,20,20
4478f694bb,insufficient_49f,19,19
44b1da0d87,insufficient_49f,19,19
44b4dad8c9,insufficient_49f,20,20
44b5ece1b9,insufficient_49f,36,36
44d239b24e,insufficient_49f,30,30
44eaf8f51e,insufficient_49f,36,36
44f4f57099,insufficient_49f,20,20
44f7422af2,insufficient_49f,36,36
450787ac97,insufficient_49f,36,36
4523656564,insufficient_49f,20,20
4536c882e5,insufficient_49f,36,36
453b65daa4,insufficient_49f,36,36
454f227427,insufficient_49f,19,19
45636d806a,insufficient_49f,36,36
456fb9362e,insufficient_49f,19,19
457e717a14,insufficient_49f,30,30
45a89f35e1,insufficient_49f,36,36
45bf0e947d,insufficient_49f,27,27
45c36a9eab,insufficient_49f,30,30
45d9fc1357,insufficient_49f,35,35
45f8128b97,insufficient_49f,36,36
4607f6c03c,insufficient_49f,19,19
46146dfd39,insufficient_49f,19,19
4620e66b1e,insufficient_49f,30,30
4625f3f2d3,insufficient_49f,20,20
462b22f263,insufficient_49f,20,20
4634736113,insufficient_49f,36,36
463c0f4fdd,insufficient_49f,36,36
46565a75f8,insufficient_49f,20,20
46630b55ae,insufficient_49f,12,12
466839cb37,insufficient_49f,19,19
466ba4ae0c,insufficient_49f,36,36
4680236c9d,insufficient_49f,36,36
46bf4e8709,insufficient_49f,19,19
46e18e42f1,insufficient_49f,17,17
46f5093c59,insufficient_49f,36,36
47269e0499,insufficient_49f,19,19
472da1c484,insufficient_49f,29,29
47354fab09,insufficient_49f,36,36
4743bb84a7,insufficient_49f,19,19
474a796272,insufficient_49f,36,36
4783d2ab87,insufficient_49f,20,20
479cad5da3,insufficient_49f,36,36
479f5d7ef6,insufficient_49f,20,20
47a05fbd1d,insufficient_49f,20,20
4804ee2767,insufficient_49f,20,20
4810c3fbca,insufficient_49f,36,36
482fb439c2,insufficient_49f,30,30
48375af288,insufficient_49f,20,20
484ab44de4,insufficient_49f,20,20
485f3944cd,insufficient_49f,20,20
4867b84887,insufficient_49f,30,30
486a8ac57e,insufficient_49f,36,36
486e69c5bd,insufficient_49f,36,36
48812cf33e,insufficient_49f,30,30
4894b3b9ea,insufficient_49f,36,36
48bd66517d,insufficient_49f,36,36
48d83b48a4,insufficient_49f,19,19
49058178b8,insufficient_49f,10,10
4918d10ff0,insufficient_49f,19,19
4932911f80,insufficient_49f,30,30
49405b7900,insufficient_49f,36,36
49972c2d14,insufficient_49f,30,30
499bf07002,insufficient_49f,20,20
49b16e9377,insufficient_49f,36,36
49c104258e,insufficient_49f,29,29
49c879f82d,insufficient_49f,20,20
49e7326789,insufficient_49f,36,36
49ec3e406a,insufficient_49f,19,19
49fbf0c98a,insufficient_49f,20,20
4a0255c865,insufficient_49f,36,36
4a088fe99a,insufficient_49f,20,20
4a341402d0,insufficient_49f,36,36
4a3471bdf5,insufficient_49f,20,20
4a4b50571c,insufficient_49f,29,29
4a50f3d2e9,insufficient_49f,20,20
4a6e3faaa1,insufficient_49f,36,36
4a7191f08a,insufficient_49f,30,30
4a86fcfc30,insufficient_49f,36,36
4a885fa3ef,insufficient_49f,29,29
4a8af115de,insufficient_49f,5,5
4aa2e0f865,insufficient_49f,36,36
4aa9d6527f,insufficient_49f,36,36
4abb74bb52,insufficient_49f,20,20
4ae13de1cd,insufficient_49f,19,19
4af8cb323f,insufficient_49f,20,20
4b02c272b3,insufficient_49f,36,36
4b19c529fb,insufficient_49f,20,20
4b2974eff4,insufficient_49f,36,36
4b3154c159,insufficient_49f,19,19
4b54d2587f,insufficient_49f,36,36
4b556740ff,insufficient_49f,28,28
4b67aa9ef6,insufficient_49f,36,36
4b97cc7b8d,insufficient_49f,20,20
4baa1ed4aa,insufficient_49f,19,19
4bc8c676bb,insufficient_49f,20,20
4beaea4dbe,insufficient_49f,36,36
4bf5763d24,insufficient_49f,20,20
4bffa92b67,insufficient_49f,28,28
4c25dfa8ec,insufficient_49f,20,20
4c397b6fd4,insufficient_49f,36,36
4c51e75d66,insufficient_49f,30,30
4c7710908f,insufficient_49f,36,36
4c9b5017be,insufficient_49f,36,36
4ca2ffc361,insufficient_49f,19,19
4cad2e93bc,insufficient_49f,30,30
4cd427b535,insufficient_49f,25,25
4cd9a4b1ef,insufficient_49f,36,36
4cdfe3c2b2,insufficient_49f,35,35
4cef87b649,insufficient_49f,20,20
4cf208e9b3,insufficient_49f,32,32
4cf5bc3e60,insufficient_49f,19,19
4cfdd73249,insufficient_49f,19,19
4cff5c9e42,insufficient_49f,36,36
4d26d41091,insufficient_49f,20,20
4d5c23c554,insufficient_49f,36,36
4d67c59727,insufficient_49f,30,30
4d983cad9f,insufficient_49f,36,36
4da0d00b55,insufficient_49f,29,29
4daa179861,insufficient_49f,19,19
4dadd57153,insufficient_49f,19,19
4db117e6c5,insufficient_49f,19,19
4de4ce4dea,insufficient_49f,36,36
4dfaee19e5,insufficient_49f,36,36
4dfdd7fab0,insufficient_49f,35,35
4e3f346aa5,insufficient_49f,19,19
4e49c2a9c7,insufficient_49f,12,12
4e4e06a749,insufficient_49f,36,36
4e70279712,insufficient_49f,20,20
4e72856cc7,insufficient_49f,19,19
4e752f8075,insufficient_49f,36,36
4e7a28907f,insufficient_49f,14,14
4e824b9247,insufficient_49f,36,36
4e82b1df57,insufficient_49f,36,36
4e87a639bc,insufficient_49f,36,36
4ea77bfd15,insufficient_49f,30,30
4eb6fc23a2,insufficient_49f,36,36
4ec9da329e,insufficient_49f,20,20
4efb9a0720,insufficient_49f,36,36
4f062fbc63,insufficient_49f,20,20
4f35be0e0b,insufficient_49f,20,20
4f37e86797,insufficient_49f,19,19
4f414dd6e7,insufficient_49f,36,36
4f424abded,insufficient_49f,36,36
4f470cc3ae,insufficient_49f,29,29
4f601d255a,insufficient_49f,30,30
4f7386a1ab,insufficient_49f,29,29
4f824d3dcd,insufficient_49f,19,19
4f827b0751,insufficient_49f,29,29
4f8db33a13,insufficient_49f,36,36
4fa160f8a3,insufficient_49f,35,35
4fa9c30a45,insufficient_49f,35,35
4facd8f0e8,insufficient_49f,20,20
4fca07ad01,insufficient_49f,19,19
4fded94004,insufficient_49f,36,36
4fdfef4dea,insufficient_49f,19,19
4feb3ac01f,insufficient_49f,19,19
4fffec8479,insufficient_49f,20,20
500c835a86,insufficient_49f,36,36
50168342bf,insufficient_49f,36,36
50243cffdc,insufficient_49f,36,36
5031d5a036,insufficient_49f,36,36
504dd9c0fd,insufficient_49f,20,20
50568fbcfb,insufficient_49f,36,36
5069c7c5b3,insufficient_49f,36,36
508189ac91,insufficient_49f,36,36
50b6b3d4b7,insufficient_49f,19,19
50c6f4fe3e,insufficient_49f,18,18
50cce40173,insufficient_49f,36,36
50efbe152f,insufficient_49f,36,36
50f290b95d,insufficient_49f,19,19
5104aa1fea,insufficient_49f,20,20
5110dc72c0,insufficient_49f,36,36
511e8ecd7f,insufficient_49f,30,30
513aada14e,insufficient_49f,19,19
5158d6e985,insufficient_49f,36,36
5161e1fa57,insufficient_49f,36,36
51794ddd58,insufficient_49f,20,20
517d276725,insufficient_49f,19,19
51a597ee04,insufficient_49f,11,11
51b37b6d97,insufficient_49f,20,20
51b5dc30a0,insufficient_49f,20,20
51e85b347b,insufficient_49f,36,36
51eea1fdac,insufficient_49f,29,29
51eef778af,insufficient_49f,19,19
51f384721c,insufficient_49f,16,16
521cfadcb4,insufficient_49f,36,36
52355da42f,insufficient_49f,20,20
5247d4b160,insufficient_49f,36,36
524b470fd0,insufficient_49f,36,36
524cee1534,insufficient_49f,20,20
5252195e8a,insufficient_49f,19,19
5255c9ca97,insufficient_49f,29,29
525928f46f,insufficient_49f,20,20
526df007a7,insufficient_49f,36,36
529b12de78,insufficient_49f,19,19
52c7a3d653,insufficient_49f,30,30
52c8ec0373,insufficient_49f,19,19
52d225ed52,insufficient_49f,20,20
52ee406d9e,insufficient_49f,36,36
52ff1ccd4a,insufficient_49f,20,20
53143511e8,insufficient_49f,36,36
5316d11eb7,insufficient_49f,20,20
53253f2362,insufficient_49f,36,36
534a560609,insufficient_49f,19,19
5352c4a70e,insufficient_49f,36,36
536096501f,insufficient_49f,19,19
536b17bcea,insufficient_49f,36,36
5380eaabff,insufficient_49f,29,29
5390a43a54,insufficient_49f,36,36
53af427bb2,insufficient_49f,19,19
53bf5964ce,insufficient_49f,36,36
53c30110b5,insufficient_49f,20,20
53cad8e44a,insufficient_49f,30,30
53d9c45013,insufficient_49f,19,19
53e274f1b5,insufficient_49f,30,30
53e32d21ea,insufficient_49f,20,20
540850e1c7,insufficient_49f,20,20
540cb31cfe,insufficient_49f,36,36
541c4da30f,insufficient_49f,19,19
541d7935d7,insufficient_49f,35,35
545468262b,insufficient_49f,36,36
5458647306,insufficient_49f,29,29
54657855cd,insufficient_49f,20,20
547b3fb23b,insufficient_49f,36,36
5497dc3712,insufficient_49f,30,30
549c56f1d4,insufficient_49f,20,20
54a4260bb1,insufficient_49f,30,30
54b98b8d5e,insufficient_49f,36,36
54e1054b0f,insufficient_49f,19,19
54e8867b83,insufficient_49f,36,36
54ebe34f6e,insufficient_49f,36,36
5519b4ad13,insufficient_49f,18,18
551acbffd5,insufficient_49f,30,30
55341f42da,insufficient_49f,36,36
5566ab97e1,insufficient_49f,19,19
556c79bbf2,insufficient_49f,29,29
5589637cc4,insufficient_49f,36,36
558aa072f0,insufficient_49f,36,36
559824b6f6,insufficient_49f,19,19
55c1764e90,insufficient_49f,36,36
55eda6c77e,insufficient_49f,36,36
562d173565,insufficient_49f,30,30
5665c024cb,insufficient_49f,20,20
566cef4959,insufficient_49f,19,19
5675d78833,insufficient_49f,29,29
5678a91bd8,insufficient_49f,36,36
567a2b4bd0,insufficient_49f,36,36
569c282890,insufficient_49f,18,18
56cc449917,insufficient_49f,30,30
56e71f3e07,insufficient_49f,30,30
56f09b9d92,insufficient_49f,36,36
56fc0e8cf9,insufficient_49f,29,29
571ca79c71,insufficient_49f,19,19
57243657cf,insufficient_49f,29,29
57246af7d1,insufficient_49f,19,19
57427393e9,insufficient_49f,20,20
574b682c19,insufficient_49f,36,36
578f211b86,insufficient_49f,36,36
5790ac295d,insufficient_49f,19,19
579393912d,insufficient_49f,36,36
57a344ab1a,insufficient_49f,36,36
57bd3bcda4,insufficient_49f,34,34
57bfb7fa4c,insufficient_49f,29,29
57c010175e,insufficient_49f,36,36
57c457cc75,insufficient_49f,36,36
57c7fc2183,insufficient_49f,30,30
57d5289a01,insufficient_49f,13,13
58045fde85,insufficient_49f,20,20
58163c37cd,insufficient_49f,30,30
582d463e5c,insufficient_49f,36,36
5851739c15,insufficient_49f,36,36
585dd0f208,insufficient_49f,14,14
587250f3c3,insufficient_49f,36,36
589e4cc1de,insufficient_49f,36,36
589f65f5d5,insufficient_49f,36,36
58a07c17d5,insufficient_49f,36,36
58adc6d8b6,insufficient_49f,16,16
58b9bcf656,insufficient_49f,20,20
58c374917e,insufficient_49f,20,20
58fc75fd42,insufficient_49f,18,18
5914c30f05,insufficient_49f,20,20
59323787d5,insufficient_49f,30,30
5937b08d69,insufficient_49f,20,20
594065ddd7,insufficient_49f,20,20
595a0ceea6,insufficient_49f,19,19
59623ec40b,insufficient_49f,19,19
597ff7ef78,insufficient_49f,30,30
598935ef05,insufficient_49f,10,10
598c2ad3b2,insufficient_49f,36,36
59a6459751,insufficient_49f,36,36
59b175e138,insufficient_49f,20,20
59bf0a149f,insufficient_49f,36,36
59d53d1649,insufficient_49f,36,36
59e3e6fae7,insufficient_49f,36,36
59fe33e560,insufficient_49f,36,36
5a13a73fe5,insufficient_49f,20,20
5a25c22770,insufficient_49f,30,30
5a4a785006,insufficient_49f,20,20
5a50640995,insufficient_49f,36,36
5a75f7a1cf,insufficient_49f,20,20
5a841e59ad,insufficient_49f,36,36
5a91c5ab6d,insufficient_49f,30,30
5ab49d9de0,insufficient_49f,20,20
5aba1057fe,insufficient_49f,36,36
5abe46ba6d,insufficient_49f,19,19
5ac7c88d0c,insufficient_49f,36,36
5aeb95cc7d,insufficient_49f,19,19
5af15e4fc3,insufficient_49f,19,19
5afe381ae4,insufficient_49f,20,20
5b07b4229d,insufficient_49f,11,11
5b1001cc4f,insufficient_49f,36,36
5b1df237d2,insufficient_49f,36,36
5b263013bf,insufficient_49f,19,19
5b27d19f0b,insufficient_49f,36,36
5b48ae16c5,insufficient_49f,20,20
5b5babc719,insufficient_49f,36,36
5baaebdf00,insufficient_49f,36,36
5bab55cdbe,insufficient_49f,36,36
5bafef6e79,insufficient_49f,20,20
5bc77844da,insufficient_49f,36,36
5bd1f84545,insufficient_49f,36,36
5bddc3ba25,insufficient_49f,36,36
5bdf7c20d2,insufficient_49f,35,35
5bf23bc9d3,insufficient_49f,36,36
5c01f6171a,insufficient_49f,28,28
5c021681b7,insufficient_49f,20,20
5c185cff1d,insufficient_49f,36,36
5c42aba280,insufficient_49f,36,36
5c44bf8ab6,insufficient_49f,34,34
5c4c574894,insufficient_49f,29,29
5c52fa4662,insufficient_49f,16,16
5c6ea7dac3,insufficient_49f,20,20
5c74315dc2,insufficient_49f,36,36
5c7668855e,insufficient_49f,19,19
5c83e96778,insufficient_49f,36,36
5ca36173e4,insufficient_49f,20,20
5cac477371,insufficient_49f,20,20
5cb0cb1b2f,insufficient_49f,20,20
5cb0cfb98f,insufficient_49f,29,29
5cb49a19cf,insufficient_49f,35,35
5cbf7dc388,insufficient_49f,36,36
5d0e07d126,insufficient_49f,20,20
5d1e24b6e3,insufficient_49f,17,17
5d663000ff,insufficient_49f,30,30
5da6b2dc5d,insufficient_49f,36,36
5de9b90f24,insufficient_49f,13,13
5e08de0ed7,insufficient_49f,36,36
5e1011df9a,insufficient_49f,18,18
5e1ce354fd,insufficient_49f,30,30
5e35512dd7,insufficient_49f,36,36
5e418b25f9,insufficient_49f,20,20
5e4849935a,insufficient_49f,29,29
5e4ee19663,insufficient_49f,20,20
5e886ef78f,insufficient_49f,20,20
5e8d00b974,insufficient_49f,36,36
5e8d59dc31,insufficient_49f,36,36
5ed838bd5c,insufficient_49f,20,20
5edda6ee5a,insufficient_49f,36,36
5ede4d2f7a,insufficient_49f,29,29
5ede9767da,insufficient_49f,29,29
5ee23ca60e,insufficient_49f,18,18
5eec4d9fe5,insufficient_49f,20,20
5eecf07824,insufficient_49f,36,36
5eef7ed4f4,insufficient_49f,19,19
5ef5860ac6,insufficient_49f,29,29
5ef6573a99,insufficient_49f,20,20
5f1193e72b,insufficient_49f,19,19
5f29ced797,insufficient_49f,20,20
5f32cf521e,insufficient_49f,29,29
5f51876986,insufficient_49f,20,20
5f6ebe94a9,insufficient_49f,18,18
5f6f14977c,insufficient_49f,19,19
5f808d0d2d,insufficient_49f,19,19
5fb8aded6a,insufficient_49f,36,36
5fba90767d,insufficient_49f,20,20
5fd1c7a3df,insufficient_49f,19,19
5fd3da9f68,insufficient_49f,19,19
5fee2570ae,insufficient_49f,36,36
5ff66140d6,insufficient_49f,36,36
5ff8b85b53,insufficient_49f,36,36
600803c0f6,insufficient_49f,36,36
600be7f53e,insufficient_49f,20,20
6024888af8,insufficient_49f,33,33
603189a03c,insufficient_49f,20,20
6057307f6e,insufficient_49f,36,36
6061ddbb65,insufficient_49f,20,20
606c86c455,insufficient_49f,36,36
60c61cc2e5,insufficient_49f,35,35
60e51ff1ae,insufficient_49f,30,30
610e38b751,insufficient_49f,30,30
61344be2f6,insufficient_49f,36,36
6135e27185,insufficient_49f,20,20
614afe7975,insufficient_49f,30,30
614e571886,insufficient_49f,36,36
614e7078db,insufficient_49f,20,20
619812a1a7,insufficient_49f,20,20
61b481a78b,insufficient_49f,20,20
61c7172650,insufficient_49f,35,35
61cf7e40d2,insufficient_49f,20,20
61d08ef5a1,insufficient_49f,10,10
61da008958,insufficient_49f,20,20
61ed178ecb,insufficient_49f,13,13
61f5d1282c,insufficient_49f,19,19
61fd977e49,insufficient_49f,29,29
621584cffe,insufficient_49f,36,36
625817a927,insufficient_49f,36,36
625892cf0b,insufficient_49f,20,20
625b89d28a,insufficient_49f,19,19
629995af95,insufficient_49f,30,30
62a0840bb5,insufficient_49f,36,36
62ad6e121c,insufficient_49f,18,18
62d6ece152,insufficient_49f,19,19
62ede7b2da,insufficient_49f,19,19
62f025e1bc,insufficient_49f,36,36
6316faaebc,insufficient_49f,20,20
63281534dc,insufficient_49f,30,30
634058dda0,insufficient_49f,29,29
6353f09384,insufficient_49f,36,36
6363c87314,insufficient_49f,36,36
636e4872e0,insufficient_49f,36,36
637681cd6b,insufficient_49f,36,36
6376d49f31,insufficient_49f,36,36
6377809ec2,insufficient_49f,36,36
63936d7de5,insufficient_49f,20,20
639bddef11,insufficient_49f,30,30
63d37e9fd3,insufficient_49f,36,36
63d90c2bae,insufficient_49f,20,20
63e544a5d6,insufficient_49f,36,36
63ebbcf874,insufficient_49f,20,20
63fff40b31,insufficient_49f,36,36
6406c72e4d,insufficient_49f,13,13
64148128be,insufficient_49f,20,20
6419386729,insufficient_49f,30,30
643092bc41,insufficient_49f,19,19
644081b88d,insufficient_49f,29,29
64453cf61d,insufficient_49f,36,36
644bad9729,insufficient_49f,20,20
6454f548fd,insufficient_49f,36,36
645913b63a,insufficient_49f,36,36
64750b825f,insufficient_49f,36,36
64a43876b7,insufficient_49f,20,20
64dd6c83e3,insufficient_49f,19,19
64e05bf46e,insufficient_49f,20,20
64f55f1478,insufficient_49f,30,30
650b0165e4,insufficient_49f,36,36
651066ed39,insufficient_49f,36,36
652b67d960,insufficient_49f,36,36
653821d680,insufficient_49f,36,36
6538d00d73,insufficient_49f,36,36
65866dce22,insufficient_49f,30,30
6589565c8c,insufficient_49f,30,30
659832db64,insufficient_49f,36,36
65ab7e1d98,insufficient_49f,36,36
65b7dda462,insufficient_49f,36,36
65bd5eb4f5,insufficient_49f,36,36
65dcf115ab,insufficient_49f,19,19
65e9825801,insufficient_49f,36,36
65f9afe51c,insufficient_49f,19,19
65ff12bcb5,insufficient_49f,36,36
666b660284,insufficient_49f,36,36
6671643f31,insufficient_49f,36,36
668364b372,insufficient_49f,20,20
66852243cb,insufficient_49f,20,20
6693a52081,insufficient_49f,36,36
669b572898,insufficient_49f,36,36
66e98e78f5,insufficient_49f,19,19
670f12e88f,insufficient_49f,36,36
674c12c92d,insufficient_49f,19,19
675c27208a,insufficient_49f,36,36
675ed3e1ca,insufficient_49f,29,29
67741db50a,insufficient_49f,20,20
678a2357eb,insufficient_49f,14,14
67b0f4d562,insufficient_49f,36,36
67cfbff9b1,insufficient_49f,36,36
67e717d6bd,insufficient_49f,19,19
67ea169a3b,insufficient_49f,19,19
67ea809e0e,insufficient_49f,36,36
681249baa3,insufficient_49f,36,36
683de643d9,insufficient_49f,36,36
6846ac20df,insufficient_49f,20,20
6848e012ef,insufficient_49f,20,20
684bcd8812,insufficient_49f,20,20
684dc1c40c,insufficient_49f,20,20
685a1fa9cf,insufficient_49f,19,19
686dafaac9,insufficient_49f,29,29
68807d8601,insufficient_49f,20,20
6893778c77,insufficient_49f,20,20
6899d2dabe,insufficient_49f,19,19
68a2fad4ab,insufficient_49f,36,36
68cb45fda3,insufficient_49f,36,36
68cc4a1970,insufficient_49f,20,20
68dcb40675,insufficient_49f,36,36
68ea4a8c3d,insufficient_49f,36,36
68f6e7fbf0,insufficient_49f,20,20
68fa8300b4,insufficient_49f,36,36
69023db81f,insufficient_49f,20,20
6908ccf557,insufficient_49f,19,19
691a111e7c,insufficient_49f,36,36
6927723ba5,insufficient_49f,36,36
692ca0e1a2,insufficient_49f,20,20
692eb57b63,insufficient_49f,36,36
69340faa52,insufficient_49f,20,20
693cbf0c9d,insufficient_49f,36,36
6942f684ad,insufficient_49f,20,20
6944fc833b,insufficient_49f,36,36
69491c0ebf,insufficient_49f,19,19
695b61a2b0,insufficient_49f,20,20
6979b4d83f,insufficient_49f,36,36
697d4fdb02,insufficient_49f,29,29
69910460a4,insufficient_49f,36,36
6997636670,insufficient_49f,36,36
69a436750b,insufficient_49f,20,20
69aebf7669,insufficient_49f,36,36
69b8c17047,insufficient_49f,36,36
69c67f109f,insufficient_49f,36,36
69e0e7b868,insufficient_49f,36,36
69ea9c09d1,insufficient_49f,36,36
69f0af42a6,insufficient_49f,20,20
6a078cdcc7,insufficient_49f,29,29
6a37a91708,insufficient_49f,15,15
6a42176f2e,insufficient_49f,36,36
6a48e4aea8,insufficient_49f,20,20
6a5977be3a,insufficient_49f,36,36
6a5de0535f,insufficient_49f,36,36
6a80d2e2e5,insufficient_49f,20,20
6a96c8815d,insufficient_49f,36,36
6a986084e2,insufficient_49f,20,20
6aa8e50445,insufficient_49f,19,19
6ab9dce449,insufficient_49f,30,30
6abf0ba6b2,insufficient_49f,36,36
6acc6049d9,insufficient_49f,20,20
6adb31756c,insufficient_49f,36,36
6ade215eb0,insufficient_49f,20,20
6afb7d50e4,insufficient_49f,29,29
6afd692f1a,insufficient_49f,36,36
6b0b1044fe,insufficient_49f,19,19
6b17c67633,insufficient_49f,36,36
6b1b6ef28b,insufficient_49f,19,19
6b1e04d00d,insufficient_49f,36,36
6b2261888d,insufficient_49f,20,20
6b25d6528a,insufficient_49f,29,29
6b3a24395c,insufficient_49f,30,30
6b685eb75b,insufficient_49f,20,20
6b79be238c,insufficient_49f,19,19
6b928b7ba6,insufficient_49f,20,20
6b9c43c25a,insufficient_49f,36,36
6ba99cc41f,insufficient_49f,19,19
6bdab62bcd,insufficient_49f,18,18
