split,sample_id,profile,review_sheet,raw_output_mp4,classification,codex_visual_review,reason,outside_damage,temporal_artifact,auto_classification,final_classification
train32,REAL_ENV087_00001_001_01,L4_boundary_effect,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV087_00001_001_01/L4_boundary_effect/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV087_00001_001_01/L4_boundary_effect/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
heldout16,BLENDER_RIVER016_00001,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/BLENDER_RIVER016_00001/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/BLENDER_RIVER016_00001/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,BLENDER_STREET006_00002,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/BLENDER_STREET006_00002/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/BLENDER_STREET006_00002/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV087_00002_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV087_00002_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV087_00002_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV103_00001_001_01,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00001_001_01/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00001_001_01/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV089_00001_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV089_00001_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV089_00001_001_01/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV103_00002_001_02,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00002_001_02/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00002_001_02/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV091_00001_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV091_00001_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV091_00001_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV103_00003_001_01,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00003_001_01/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00003_001_01/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV093_00001_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV093_00001_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV093_00001_001_01/L2_object_medium/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
heldout16,REAL_ENV103_00004_001_01,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00004_001_01/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00004_001_01/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV095_00001_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV095_00001_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV095_00001_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV095_00002_001_01,L4_boundary_effect,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV095_00002_001_01/L4_boundary_effect/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV095_00002_001_01/L4_boundary_effect/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
heldout16,REAL_ENV095_00003_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV095_00003_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV095_00003_001_01/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV104_00001_001_01,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV104_00001_001_01/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV104_00001_001_01/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV105_00004_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV105_00004_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV105_00004_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
heldout16,REAL_ENV104_00003_001_01,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV104_00003_001_01/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV104_00003_001_01/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
