accepted_split,sample_id,scene_group,source_type,effect_type,mask_bucket,condition_member_path,winner_member_path,mask_member_path,prior_diagnostic_seen,visual_preview_status
primary,REAL_ENV080_00003_001_01,REAL_ENV080_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV080_00003_001_01.mp4,VOR-Train/BG/REAL_ENV080_00003_001_01.mp4,MASK/REAL_ENV080_00003_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV082_00001_001_03,REAL_ENV082_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV082_00001_001_03.mp4,VOR-Train/BG/REAL_ENV082_00001_001_03.mp4,MASK/REAL_ENV082_00001_001_03.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV082_00002_001_01,REAL_ENV082_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV082_00002_001_01.mp4,VOR-Train/BG/REAL_ENV082_00002_001_01.mp4,MASK/REAL_ENV082_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV084_00002_001_01,REAL_ENV084_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV084_00002_001_01.mp4,VOR-Train/BG/REAL_ENV084_00002_001_01.mp4,MASK/REAL_ENV084_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV085_00004_001_01,REAL_ENV085_00004,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV085_00004_001_01.mp4,VOR-Train/BG/REAL_ENV085_00004_001_01.mp4,MASK/REAL_ENV085_00004_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV086_00001_001_01,REAL_ENV086_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV086_00001_001_01.mp4,VOR-Train/BG/REAL_ENV086_00001_001_01.mp4,MASK/REAL_ENV086_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV086_00002_001_01,REAL_ENV086_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV086_00002_001_01.mp4,VOR-Train/BG/REAL_ENV086_00002_001_01.mp4,MASK/REAL_ENV086_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV087_00001_001_01,REAL_ENV087_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV087_00001_001_01.mp4,VOR-Train/BG/REAL_ENV087_00001_001_01.mp4,MASK/REAL_ENV087_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV087_00002_001_01,REAL_ENV087_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV087_00002_001_01.mp4,VOR-Train/BG/REAL_ENV087_00002_001_01.mp4,MASK/REAL_ENV087_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV088_00001_001_02,REAL_ENV088_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV088_00001_001_02.mp4,VOR-Train/BG/REAL_ENV088_00001_001_02.mp4,MASK/REAL_ENV088_00001_001_02.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV089_00001_001_01,REAL_ENV089_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV089_00001_001_01.mp4,VOR-Train/BG/REAL_ENV089_00001_001_01.mp4,MASK/REAL_ENV089_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV091_00001_001_01,REAL_ENV091_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV091_00001_001_01.mp4,VOR-Train/BG/REAL_ENV091_00001_001_01.mp4,MASK/REAL_ENV091_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV093_00001_001_01,REAL_ENV093_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV093_00001_001_01.mp4,VOR-Train/BG/REAL_ENV093_00001_001_01.mp4,MASK/REAL_ENV093_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV095_00001_001_01,REAL_ENV095_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV095_00001_001_01.mp4,VOR-Train/BG/REAL_ENV095_00001_001_01.mp4,MASK/REAL_ENV095_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV095_00002_001_01,REAL_ENV095_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV095_00002_001_01.mp4,VOR-Train/BG/REAL_ENV095_00002_001_01.mp4,MASK/REAL_ENV095_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV095_00003_001_01,REAL_ENV095_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV095_00003_001_01.mp4,VOR-Train/BG/REAL_ENV095_00003_001_01.mp4,MASK/REAL_ENV095_00003_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV099_00001_001_01,REAL_ENV099_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV099_00001_001_01.mp4,VOR-Train/BG/REAL_ENV099_00001_001_01.mp4,MASK/REAL_ENV099_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV100_00001_001_01,REAL_ENV100_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV100_00001_001_01.mp4,VOR-Train/BG/REAL_ENV100_00001_001_01.mp4,MASK/REAL_ENV100_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV101_00001_001_01,REAL_ENV101_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV101_00001_001_01.mp4,VOR-Train/BG/REAL_ENV101_00001_001_01.mp4,MASK/REAL_ENV101_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV101_00002_001_01,REAL_ENV101_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV101_00002_001_01.mp4,VOR-Train/BG/REAL_ENV101_00002_001_01.mp4,MASK/REAL_ENV101_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV103_00001_001_01,REAL_ENV103_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV103_00001_001_01.mp4,VOR-Train/BG/REAL_ENV103_00001_001_01.mp4,MASK/REAL_ENV103_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV103_00002_001_02,REAL_ENV103_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV103_00002_001_02.mp4,VOR-Train/BG/REAL_ENV103_00002_001_02.mp4,MASK/REAL_ENV103_00002_001_02.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV103_00003_001_01,REAL_ENV103_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV103_00003_001_01.mp4,VOR-Train/BG/REAL_ENV103_00003_001_01.mp4,MASK/REAL_ENV103_00003_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV103_00004_001_01,REAL_ENV103_00004,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV103_00004_001_01.mp4,VOR-Train/BG/REAL_ENV103_00004_001_01.mp4,MASK/REAL_ENV103_00004_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV104_00001_001_01,REAL_ENV104_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV104_00001_001_01.mp4,VOR-Train/BG/REAL_ENV104_00001_001_01.mp4,MASK/REAL_ENV104_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV104_00002_001_01,REAL_ENV104_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV104_00002_001_01.mp4,VOR-Train/BG/REAL_ENV104_00002_001_01.mp4,MASK/REAL_ENV104_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV104_00003_001_01,REAL_ENV104_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV104_00003_001_01.mp4,VOR-Train/BG/REAL_ENV104_00003_001_01.mp4,MASK/REAL_ENV104_00003_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV105_00002_001_01,REAL_ENV105_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV105_00002_001_01.mp4,VOR-Train/BG/REAL_ENV105_00002_001_01.mp4,MASK/REAL_ENV105_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV105_00003_001_01,REAL_ENV105_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV105_00003_001_01.mp4,VOR-Train/BG/REAL_ENV105_00003_001_01.mp4,MASK/REAL_ENV105_00003_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV105_00004_001_01,REAL_ENV105_00004,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV105_00004_001_01.mp4,VOR-Train/BG/REAL_ENV105_00004_001_01.mp4,MASK/REAL_ENV105_00004_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV106_00001_001_01,REAL_ENV106_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV106_00001_001_01.mp4,VOR-Train/BG/REAL_ENV106_00001_001_01.mp4,MASK/REAL_ENV106_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV106_00002_001_01,REAL_ENV106_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV106_00002_001_01.mp4,VOR-Train/BG/REAL_ENV106_00002_001_01.mp4,MASK/REAL_ENV106_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV109_00001_001_01,REAL_ENV109_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV109_00001_001_01.mp4,VOR-Train/BG/REAL_ENV109_00001_001_01.mp4,MASK/REAL_ENV109_00001_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV109_00002_001_01,REAL_ENV109_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV109_00002_001_01.mp4,VOR-Train/BG/REAL_ENV109_00002_001_01.mp4,MASK/REAL_ENV109_00002_001_01.mp4,False,metadata_only_visual_preview_pending
primary,REAL_ENV109_00003_001_01,REAL_ENV109_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV109_00003_001_01.mp4,VOR-Train/BG/REAL_ENV109_00003_001_01.mp4,MASK/REAL_ENV109_00003_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE009_00001,BLENDER_WAREHOUSE009,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE009_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE009_00001.mp4,MASK/BLENDER_WAREHOUSE009_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE010_00001,BLENDER_WAREHOUSE010,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE010_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE010_00001.mp4,MASK/BLENDER_WAREHOUSE010_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE011_00001,BLENDER_WAREHOUSE011,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE011_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE011_00001.mp4,MASK/BLENDER_WAREHOUSE011_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE013_00001,BLENDER_WAREHOUSE013,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE013_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE013_00001.mp4,MASK/BLENDER_WAREHOUSE013_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE015_00001,BLENDER_WAREHOUSE015,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE015_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE015_00001.mp4,MASK/BLENDER_WAREHOUSE015_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE016_00001,BLENDER_WAREHOUSE016,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE016_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE016_00001.mp4,MASK/BLENDER_WAREHOUSE016_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE017_00001,BLENDER_WAREHOUSE017,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE017_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE017_00001.mp4,MASK/BLENDER_WAREHOUSE017_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE019_00001,BLENDER_WAREHOUSE019,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE019_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE019_00001.mp4,MASK/BLENDER_WAREHOUSE019_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE021_00001,BLENDER_WAREHOUSE021,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE021_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE021_00001.mp4,MASK/BLENDER_WAREHOUSE021_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE022_00001,BLENDER_WAREHOUSE022,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE022_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE022_00001.mp4,MASK/BLENDER_WAREHOUSE022_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE023_00001,BLENDER_WAREHOUSE023,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE023_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE023_00001.mp4,MASK/BLENDER_WAREHOUSE023_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE025_00001,BLENDER_WAREHOUSE025,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE025_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE025_00001.mp4,MASK/BLENDER_WAREHOUSE025_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE027_00001,BLENDER_WAREHOUSE027,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE027_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE027_00001.mp4,MASK/BLENDER_WAREHOUSE027_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE030_00001,BLENDER_WAREHOUSE030,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE030_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE030_00001.mp4,MASK/BLENDER_WAREHOUSE030_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE032_00001,BLENDER_WAREHOUSE032,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE032_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE032_00001.mp4,MASK/BLENDER_WAREHOUSE032_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE033_00001,BLENDER_WAREHOUSE033,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE033_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE033_00001.mp4,MASK/BLENDER_WAREHOUSE033_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE034_00001,BLENDER_WAREHOUSE034,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE034_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE034_00001.mp4,MASK/BLENDER_WAREHOUSE034_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE036_00001,BLENDER_WAREHOUSE036,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE036_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE036_00001.mp4,MASK/BLENDER_WAREHOUSE036_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE037_00001,BLENDER_WAREHOUSE037,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE037_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE037_00001.mp4,MASK/BLENDER_WAREHOUSE037_00001.mp4,False,metadata_only_visual_preview_pending
reserve,BLENDER_WAREHOUSE038_00001,BLENDER_WAREHOUSE038,BLENDER,unknown,unknown,VOR-Train/FG_BG/BLENDER_WAREHOUSE038_00001.mp4,VOR-Train/BG/BLENDER_WAREHOUSE038_00001.mp4,MASK/BLENDER_WAREHOUSE038_00001.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV110_00001_001_01,REAL_ENV110_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV110_00001_001_01.mp4,VOR-Train/BG/REAL_ENV110_00001_001_01.mp4,MASK/REAL_ENV110_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV110_00002_001_01,REAL_ENV110_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV110_00002_001_01.mp4,VOR-Train/BG/REAL_ENV110_00002_001_01.mp4,MASK/REAL_ENV110_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV110_00003_001_01,REAL_ENV110_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV110_00003_001_01.mp4,VOR-Train/BG/REAL_ENV110_00003_001_01.mp4,MASK/REAL_ENV110_00003_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV110_00004_001_01,REAL_ENV110_00004,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV110_00004_001_01.mp4,VOR-Train/BG/REAL_ENV110_00004_001_01.mp4,MASK/REAL_ENV110_00004_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV110_00005_001_01,REAL_ENV110_00005,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV110_00005_001_01.mp4,VOR-Train/BG/REAL_ENV110_00005_001_01.mp4,MASK/REAL_ENV110_00005_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV110_00007_001_01,REAL_ENV110_00007,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV110_00007_001_01.mp4,VOR-Train/BG/REAL_ENV110_00007_001_01.mp4,MASK/REAL_ENV110_00007_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV111_00001_001_01,REAL_ENV111_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV111_00001_001_01.mp4,VOR-Train/BG/REAL_ENV111_00001_001_01.mp4,MASK/REAL_ENV111_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV111_00002_001_01,REAL_ENV111_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV111_00002_001_01.mp4,VOR-Train/BG/REAL_ENV111_00002_001_01.mp4,MASK/REAL_ENV111_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV111_00003_001_01,REAL_ENV111_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV111_00003_001_01.mp4,VOR-Train/BG/REAL_ENV111_00003_001_01.mp4,MASK/REAL_ENV111_00003_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV111_00004_001_01,REAL_ENV111_00004,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV111_00004_001_01.mp4,VOR-Train/BG/REAL_ENV111_00004_001_01.mp4,MASK/REAL_ENV111_00004_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV112_00001_001_02,REAL_ENV112_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV112_00001_001_02.mp4,VOR-Train/BG/REAL_ENV112_00001_001_02.mp4,MASK/REAL_ENV112_00001_001_02.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV112_00002_001_01,REAL_ENV112_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV112_00002_001_01.mp4,VOR-Train/BG/REAL_ENV112_00002_001_01.mp4,MASK/REAL_ENV112_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV112_00003_001_01,REAL_ENV112_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV112_00003_001_01.mp4,VOR-Train/BG/REAL_ENV112_00003_001_01.mp4,MASK/REAL_ENV112_00003_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV112_00004_001_01,REAL_ENV112_00004,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV112_00004_001_01.mp4,VOR-Train/BG/REAL_ENV112_00004_001_01.mp4,MASK/REAL_ENV112_00004_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV113_00004_001_01,REAL_ENV113_00004,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV113_00004_001_01.mp4,VOR-Train/BG/REAL_ENV113_00004_001_01.mp4,MASK/REAL_ENV113_00004_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV113_00008_001_01,REAL_ENV113_00008,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV113_00008_001_01.mp4,VOR-Train/BG/REAL_ENV113_00008_001_01.mp4,MASK/REAL_ENV113_00008_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV115_00001_001_01,REAL_ENV115_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV115_00001_001_01.mp4,VOR-Train/BG/REAL_ENV115_00001_001_01.mp4,MASK/REAL_ENV115_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV118_00001_001_01,REAL_ENV118_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV118_00001_001_01.mp4,VOR-Train/BG/REAL_ENV118_00001_001_01.mp4,MASK/REAL_ENV118_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV118_00002_001_01,REAL_ENV118_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV118_00002_001_01.mp4,VOR-Train/BG/REAL_ENV118_00002_001_01.mp4,MASK/REAL_ENV118_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV119_00001_001_01,REAL_ENV119_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV119_00001_001_01.mp4,VOR-Train/BG/REAL_ENV119_00001_001_01.mp4,MASK/REAL_ENV119_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV119_00002_001_01,REAL_ENV119_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV119_00002_001_01.mp4,VOR-Train/BG/REAL_ENV119_00002_001_01.mp4,MASK/REAL_ENV119_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV120_00001_001_01,REAL_ENV120_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV120_00001_001_01.mp4,VOR-Train/BG/REAL_ENV120_00001_001_01.mp4,MASK/REAL_ENV120_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV122_00001_001_01,REAL_ENV122_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV122_00001_001_01.mp4,VOR-Train/BG/REAL_ENV122_00001_001_01.mp4,MASK/REAL_ENV122_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV123_00001_001_01,REAL_ENV123_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV123_00001_001_01.mp4,VOR-Train/BG/REAL_ENV123_00001_001_01.mp4,MASK/REAL_ENV123_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV123_00002_002_02,REAL_ENV123_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV123_00002_002_02.mp4,VOR-Train/BG/REAL_ENV123_00002_002_02.mp4,MASK/REAL_ENV123_00002_002_02.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV123_00003_001_02,REAL_ENV123_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV123_00003_001_02.mp4,VOR-Train/BG/REAL_ENV123_00003_001_02.mp4,MASK/REAL_ENV123_00003_001_02.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV124_00002_001_02,REAL_ENV124_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV124_00002_001_02.mp4,VOR-Train/BG/REAL_ENV124_00002_001_02.mp4,MASK/REAL_ENV124_00002_001_02.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV128_00002_001_01,REAL_ENV128_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV128_00002_001_01.mp4,VOR-Train/BG/REAL_ENV128_00002_001_01.mp4,MASK/REAL_ENV128_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV129_00001_001_01,REAL_ENV129_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV129_00001_001_01.mp4,VOR-Train/BG/REAL_ENV129_00001_001_01.mp4,MASK/REAL_ENV129_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV129_00002_001_01,REAL_ENV129_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV129_00002_001_01.mp4,VOR-Train/BG/REAL_ENV129_00002_001_01.mp4,MASK/REAL_ENV129_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV131_00001_001_01,REAL_ENV131_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV131_00001_001_01.mp4,VOR-Train/BG/REAL_ENV131_00001_001_01.mp4,MASK/REAL_ENV131_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV131_00002_001_01,REAL_ENV131_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV131_00002_001_01.mp4,VOR-Train/BG/REAL_ENV131_00002_001_01.mp4,MASK/REAL_ENV131_00002_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV131_00003_001_01,REAL_ENV131_00003,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV131_00003_001_01.mp4,VOR-Train/BG/REAL_ENV131_00003_001_01.mp4,MASK/REAL_ENV131_00003_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV132_00001_001_01,REAL_ENV132_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV132_00001_001_01.mp4,VOR-Train/BG/REAL_ENV132_00001_001_01.mp4,MASK/REAL_ENV132_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV133_00001_001_01,REAL_ENV133_00001,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV133_00001_001_01.mp4,VOR-Train/BG/REAL_ENV133_00001_001_01.mp4,MASK/REAL_ENV133_00001_001_01.mp4,False,metadata_only_visual_preview_pending
reserve,REAL_ENV134_00002_001_01,REAL_ENV134_00002,REAL,unknown,unknown,VOR-Train/FG_BG/REAL_ENV134_00002_001_01.mp4,VOR-Train/BG/REAL_ENV134_00002_001_01.mp4,MASK/REAL_ENV134_00002_001_01.mp4,False,metadata_only_visual_preview_pending
