row_index,sample_id,mask_id,mask_path,n_frames,empty_frames,area_median,perimeter_median,ap_median,sqrt_area_median,ap_mean,sqrt_area_mean
138,youtubevos_000138_0b9cea51ca,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000138_000139/candidates/youtubevos_000138_0b9cea51ca/mask_002/mask,16,0,41861.0,929.7442901134491,45.02420767208158,115.43296819167244,45.020897907421194,115.4139823830894
139,youtubevos_000139_0b9d012be8,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000139_000140/candidates/youtubevos_000139_0b9d012be8/mask_000/mask,16,0,47262.0,941.4772638082504,50.199831495480275,122.65382929537225,50.199831495480275,122.65382929537225
140,youtubevos_000140_0bcfc4177d,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000140_000141/candidates/youtubevos_000140_0bcfc4177d/mask_000/mask,16,0,44495.0,899.1858532428741,49.48365217216301,119.0092365564445,49.48365217216301,119.0092365564445
141,youtubevos_000141_0bd37b23c1,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000141_000142/candidates/youtubevos_000141_0bd37b23c1/mask_001/mask,16,0,42059.0,914.7321101427078,45.9795819274764,115.70564162133172,45.9795819274764,115.70564162133172
142,youtubevos_000142_0bd864064c,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000142_000143/candidates/youtubevos_000142_0bd864064c/mask_000/mask,16,0,33207.0,789.3940068483353,42.06644554166218,102.81107134207453,42.06644554166218,102.81107134207453
143,youtubevos_000143_0c11c6bf7b,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000143_000144/candidates/youtubevos_000143_0c11c6bf7b/mask_000/mask,16,0,45332.0,869.9554040431976,52.10841818938691,120.12336891913912,52.10841818938691,120.12336891913912
144,youtubevos_000144_0c26bc77ac,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000144_000145/candidates/youtubevos_000144_0c26bc77ac/mask_003/mask,16,0,41211.0,991.4635843038559,41.511702680267874,114.5332646855061,41.55773593957628,114.51536045665318
145,youtubevos_000145_0c3a04798c,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000145_000146/candidates/youtubevos_000145_0c3a04798c/mask_000/mask,16,0,41683.0,827.8620412349701,50.35017662824477,115.18728656322688,50.35017662824477,115.18728656322688
146,youtubevos_000146_0c44a9d545,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000146_000147/candidates/youtubevos_000146_0c44a9d545/mask_001/mask,16,0,43542.0,866.1879450082779,50.26853611958763,117.72786018702035,50.26853611958763,117.72786018702035
147,youtubevos_000147_0c817cc390,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000147_000148/candidates/youtubevos_000147_0c817cc390/mask_001/mask,16,0,35741.0,772.2224282026291,46.283297007040126,106.66167841401551,46.283297007040126,106.66167841401551
148,youtubevos_000148_0ca839ee9a,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000148_000149/candidates/youtubevos_000148_0ca839ee9a/mask_003/mask,16,0,35367.5,781.3279873132706,45.273534722923664,106.10289767269639,45.27908628209818,106.10016070131516
149,youtubevos_000149_0cd7ac0ac0,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000149_000150/candidates/youtubevos_000149_0cd7ac0ac0/mask_003/mask,16,0,47173.5,908.6173120737076,51.934943055993315,122.53893729060687,51.93698731544473,122.58484520410798
150,youtubevos_000150_0ce06e0121,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000150_000151/candidates/youtubevos_000150_0ce06e0121/mask_001/mask,16,0,39727.0,838.2396764755249,47.39336625896395,112.4521980595464,47.39336625896395,112.4521980595464
151,youtubevos_000151_0cfe974a89,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000151_000152/candidates/youtubevos_000151_0cfe974a89/mask_002/mask,16,0,44107.0,884.5447620749474,49.840052930488014,118.48921441043184,49.85302591156788,118.47115282611671
152,youtubevos_000152_0d2fcc0dcd,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000152_000153/candidates/youtubevos_000152_0d2fcc0dcd/mask_002/mask,16,0,40756.0,896.0285546779633,45.514361105333464,113.89924369150322,45.50333493786155,113.92044008838614
153,youtubevos_000153_0d3aad05d2,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000153_000154/candidates/youtubevos_000153_0d3aad05d2/mask_000/mask,16,0,44620.0,893.3250252008438,49.94822571993683,119.17628590252652,49.94822571993683,119.17628590252652
154,youtubevos_000154_0d40b015f4,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000154_000155/candidates/youtubevos_000154_0d40b015f4/mask_001/mask,16,0,42049.0,899.234623670578,46.76087740968041,115.69188564520077,46.76087740968041,115.69188564520077
155,youtubevos_000155_0d97fba242,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000155_000156/candidates/youtubevos_000155_0d97fba242/mask_002/mask,16,0,40435.0,890.170695245266,45.35406519944223,113.44981378495768,45.40454743975802,113.44154830886522
156,youtubevos_000156_0dab85b6d3,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000156_000157/candidates/youtubevos_000156_0dab85b6d3/mask_002/mask,16,0,40278.0,841.671134531498,47.8530302609501,113.22934953319621,47.86283575042353,113.22772845857335
157,youtubevos_000157_0db5c427a5,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000157_000158/candidates/youtubevos_000157_0db5c427a5/mask_003/mask,16,0,37790.5,873.5706292390823,43.24550154909199,109.67720558440834,43.23235955641675,109.6593566177205
158,youtubevos_000158_0dbaf284f1,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000158_000159/candidates/youtubevos_000158_0dbaf284f1/mask_002/mask,16,0,48331.0,988.1879451274872,48.90871227654706,124.03320164032205,48.91658784855808,124.02517397018087
159,youtubevos_000159_0de4923598,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000159_000160/candidates/youtubevos_000159_0de4923598/mask_002/mask,16,0,46599.0,1004.0666211247444,46.379009417110396,121.79048561475753,46.433254014184485,121.79102425915018
160,youtubevos_000160_0df28a9101,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000160_000161/candidates/youtubevos_000160_0df28a9101/mask_002/mask,16,0,47206.0,1011.9209151268005,46.63902019861517,122.58114162960132,46.64837597780493,122.59257580005564
161,youtubevos_000161_0e04f636c4,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000161_000162/candidates/youtubevos_000161_0e04f636c4/mask_002/mask,16,0,40620.0,877.2676311731339,46.30807332743026,113.70904791082184,46.28379767065193,113.7014108943232
162,youtubevos_000162_0e05f0e232,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000162_000163/candidates/youtubevos_000162_0e05f0e232/mask_002/mask,16,0,46962.5,922.347318649292,50.90400252318837,122.2645814493248,50.88441302356489,122.2398316103579
163,youtubevos_000163_0e0930474b,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000163_000164/candidates/youtubevos_000163_0e0930474b/mask_003/mask,16,0,37144.0,906.6437814831734,40.94997260939525,108.7350100584477,40.96111950019905,108.73554026726691
164,youtubevos_000164_0e27472bea,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000164_000165/candidates/youtubevos_000164_0e27472bea/mask_000/mask,16,0,38318.0,854.2152897119522,44.85754406587725,110.44002091085682,44.85754406587725,110.44002091085682
165,youtubevos_000165_0e30020549,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000165_000166/candidates/youtubevos_000165_0e30020549/mask_001/mask,16,0,33456.0,841.327986240387,39.76570439490984,103.19581169875501,39.76570439490984,103.19581169875501
166,youtubevos_000166_0e621feb6c,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000166_000167/candidates/youtubevos_000166_0e621feb6c/mask_002/mask,16,0,32867.0,813.3351300358772,40.38003516878497,102.28338559449786,40.39008953748255,102.27587450747546
167,youtubevos_000167_0e803c7d73,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000167_000168/candidates/youtubevos_000167_0e803c7d73/mask_003/mask,16,0,44913.5,890.7041453123093,50.42976878314916,119.56759761486792,50.41504320535103,119.55076432417215
168,youtubevos_000168_0e9ebe4e3c,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000168_000169/candidates/youtubevos_000168_0e9ebe4e3c/mask_002/mask,16,0,37326.0,781.0853476524353,47.77748716744933,109.00107711255046,47.79437529177953,109.00678542751504
169,youtubevos_000169_0e9f2785ec,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000169_000170/candidates/youtubevos_000169_0e9f2785ec/mask_003/mask,16,0,34093.5,804.7422027587891,42.344065190284454,104.17436372419868,42.33452702168738,104.14976259453127
170,youtubevos_000170_0ea68d418b,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000170_000171/candidates/youtubevos_000170_0ea68d418b/mask_002/mask,16,0,35605.0,855.251867890358,41.62327342577831,106.45855295641523,41.61002750964864,106.42432640605293
171,youtubevos_000171_0eb403a222,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000171_000172/candidates/youtubevos_000171_0eb403a222/mask_003/mask,16,0,38860.0,825.8275564908981,47.08923017337006,111.21835359823534,47.05712476733442,111.2120376512466
172,youtubevos_000172_0ee92053d6,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000172_000173/candidates/youtubevos_000172_0ee92053d6/mask_000/mask,16,0,47817.0,939.9108188152313,50.87397553341698,123.37189237281854,50.87397553341698,123.37189237281854
173,youtubevos_000173_0eefca067f,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000173_000174/candidates/youtubevos_000173_0eefca067f/mask_003/mask,16,0,41611.0,928.3143172860146,44.83704231301246,115.08776074802095,44.80555407121673,115.09552364814365
174,youtubevos_000174_0f17fa6fcb,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000174_000175/candidates/youtubevos_000174_0f17fa6fcb/mask_002/mask,16,0,47603.0,981.9955537319183,48.42081543452254,123.09551366828907,48.43972677383746,123.05967883370101
175,youtubevos_000175_0f1ac8e9a3,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000175_000176/candidates/youtubevos_000175_0f1ac8e9a3/mask_000/mask,16,0,47482.0,941.2518712282181,50.44558364387826,122.938968662417,50.44558364387826,122.938968662417
176,youtubevos_000176_0f202e9852,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000176_000177/candidates/youtubevos_000176_0f202e9852/mask_000/mask,16,0,37840.0,944.2396759986877,40.07457106690419,109.74901408757457,40.07457106690419,109.74901408757457
177,youtubevos_000177_0f2ab8b1ff,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000177_000178/candidates/youtubevos_000177_0f2ab8b1ff/mask_003/mask,16,0,44409.0,908.4305865764618,48.9019201299226,118.89417031770716,48.914819035861186,118.88839132311017
178,youtubevos_000178_0f51a78756,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000178_000179/candidates/youtubevos_000178_0f51a78756/mask_002/mask,16,0,45014.5,979.1570162773132,46.01340093346863,119.7019647609957,45.99691168311146,119.70185907246947
179,youtubevos_000179_0f5fbe16b0,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000179_000180/candidates/youtubevos_000179_0f5fbe16b0/mask_003/mask,16,0,45721.0,976.506698012352,46.820979417187004,120.63764660819253,46.8446436260026,120.70089260704346
180,youtubevos_000180_0f6072077b,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000180_000181/candidates/youtubevos_000180_0f6072077b/mask_002/mask,16,0,37503.0,800.8117835521698,46.872616889100186,109.2592131655299,46.83589801303354,109.2596351646496
181,youtubevos_000181_0f6b69b2f4,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000181_000182/candidates/youtubevos_000181_0f6b69b2f4/mask_000/mask,16,0,37509.0,852.9331043958664,43.97648515069382,109.26795285383453,43.97648515069382,109.26795285383453
182,youtubevos_000182_0f6c2163de,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000182_000183/candidates/youtubevos_000182_0f6c2163de/mask_000/mask,16,0,42535.0,972.9331034421921,43.71831922412049,116.35854506149317,43.71831922412049,116.35854506149317
183,youtubevos_000183_0f74ec5599,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000183_000184/candidates/youtubevos_000183_0f74ec5599/mask_001/mask,16,0,41485.0,827.0437200069427,50.16058884970646,114.91338315589945,50.16058884970646,114.91338315589945
184,youtubevos_000184_0f9683715b,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000184_000185/candidates/youtubevos_000184_0f9683715b/mask_001/mask,16,0,36531.0,838.132030248642,43.58621157714571,107.83403197590295,43.58621157714571,107.83403197590295
185,youtubevos_000185_0fa7b59356,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000185_000186/candidates/youtubevos_000185_0fa7b59356/mask_002/mask,16,0,34472.0,802.5950174331665,42.948243410176545,104.75103052728232,42.952190478523924,104.75717393547109
186,youtubevos_000186_0fb173695b,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000186_000187/candidates/youtubevos_000186_0fb173695b/mask_003/mask,16,0,49909.0,981.8103144168854,50.833648075536715,126.04177128851693,50.833648075536715,126.04177128851693
187,youtubevos_000187_0fc958cde2,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000187_000188/candidates/youtubevos_000187_0fc958cde2/mask_002/mask,16,0,47685.0,973.4427745342255,48.98593039823671,123.20148912522956,49.00125445156333,123.25934014347794
188,youtubevos_000188_0fe7b1a621,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000188_000189/candidates/youtubevos_000188_0fe7b1a621/mask_001/mask,16,0,34296.0,801.7270392179489,42.77765164744139,104.48328027277515,42.77765164744139,104.48328027277515
189,youtubevos_000189_0ffcdb491c,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000189_000190/candidates/youtubevos_000189_0ffcdb491c/mask_001/mask,16,0,41554.0,982.2051864862442,42.30684237033599,115.00890839618137,42.30684237033599,115.00890839618137
190,youtubevos_000190_101caff7d4,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000190_000191/candidates/youtubevos_000190_101caff7d4/mask_000/mask,16,0,36381.0,838.7665877342224,43.37440300081188,107.61241549771331,43.37440300081188,107.61241549771331
191,youtubevos_000191_1022fe8417,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000191_000192/candidates/youtubevos_000191_1022fe8417/mask_000/mask,16,0,45827.0,912.4965975284576,50.22155712593856,120.77742816497036,50.22155712593856,120.77742816497036
192,youtubevos_000192_1032e80b37,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000192_000193/candidates/youtubevos_000192_1032e80b37/mask_002/mask,16,0,39073.5,833.1427403688431,46.89332738647341,111.5234563895575,46.850039704988234,111.51032134914276
193,youtubevos_000193_103f501680,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000193_000194/candidates/youtubevos_000193_103f501680/mask_003/mask,16,0,43077.5,883.1255040764809,48.76464350390214,117.09822400959433,48.77645237104046,117.11736891170618
194,youtubevos_000194_104e64565f,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000194_000195/candidates/youtubevos_000194_104e64565f/mask_003/mask,16,0,38036.0,805.8096987009048,47.226298784643724,110.03288068067046,47.228028741907295,110.03792135943338
195,youtubevos_000195_104f1ab997,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000195_000196/candidates/youtubevos_000195_104f1ab997/mask_002/mask,16,0,42147.0,886.9919848442078,47.50118056060434,115.82661825606833,47.520347883012334,115.82497995129766
196,youtubevos_000196_106242403f,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000196_000197/candidates/youtubevos_000196_106242403f/mask_000/mask,16,0,44621.0,1063.7686749696732,41.94614961873369,119.17762135320089,41.94614961873369,119.17762135320089
197,youtubevos_000197_10b31f5431,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000197_000198/candidates/youtubevos_000197_10b31f5431/mask_003/mask,16,0,37801.0,829.9453049302101,45.5463748320113,109.69244280092167,45.54906440016987,109.69723681224454
198,youtubevos_000198_10eced835e,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000198_000199/candidates/youtubevos_000198_10eced835e/mask_003/mask,16,0,42101.5,961.7543935775757,43.81505382829388,115.76408554721226,43.84715786739227,115.81942757668025
199,youtubevos_000199_110d26fa3a,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000199_000200/candidates/youtubevos_000199_110d26fa3a/mask_000/mask,16,0,48669.0,1022.312829375267,47.60675852003296,124.46615544267007,47.60675852003296,124.46615544267007
200,youtubevos_000200_1122c1d16a,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000200_000201/candidates/youtubevos_000200_1122c1d16a/mask_001/mask,16,0,39251.0,800.9503524303436,49.0055343391756,111.77647938005548,49.0055343391756,111.77647938005548
201,youtubevos_000201_1145b49a5f,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000201_000202/candidates/youtubevos_000201_1145b49a5f/mask_003/mask,16,0,46988.5,932.6904685497284,50.36183126545544,122.29842037359879,50.37777786394696,122.31549335911279
202,youtubevos_000202_11485838c2,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000202_000203/candidates/youtubevos_000202_11485838c2/mask_001/mask,16,0,48758.0,894.0630506277084,54.5353037079071,124.57990781241277,54.5353037079071,124.57990781241277
203,youtubevos_000203_114e7676ec,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000203_000204/candidates/youtubevos_000203_114e7676ec/mask_001/mask,16,0,36301.0,792.1463097333908,45.82613029178621,107.49403322211789,45.82613029178621,107.49403322211789
204,youtubevos_000204_1157472b95,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000204_000205/candidates/youtubevos_000204_1157472b95/mask_003/mask,16,0,42234.0,900.4894545078278,46.889536055316746,115.94610701996947,46.85857970856878,115.89286903536609
205,youtubevos_000205_115ee1072c,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000205_000206/candidates/youtubevos_000205_115ee1072c/mask_003/mask,16,0,47472.5,1002.8569884300232,47.328139113120656,122.92666805628846,47.32928203685846,122.91630342974531
206,youtubevos_000206_1171141012,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000206_000207/candidates/youtubevos_000206_1171141012/mask_000/mask,16,0,47710.0,938.3229339122772,50.84603421241791,123.2337805548002,50.84603421241791,123.2337805548002
207,youtubevos_000207_117757b4b8,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000207_000208/candidates/youtubevos_000207_117757b4b8/mask_003/mask,16,0,34424.5,775.7543927431107,44.351831714848856,104.67883166107691,44.36775155901488,104.67273399591424
208,youtubevos_000208_1178932d2f,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000208_000209/candidates/youtubevos_000208_1178932d2f/mask_002/mask,16,0,43073.0,884.915856719017,48.685984857066394,117.09210787920088,48.664024084522055,117.05428078211764
209,youtubevos_000209_117cc76bda,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000209_000210/candidates/youtubevos_000209_117cc76bda/mask_001/mask,16,0,46460.0,890.0731550455093,52.19795669225021,121.60870574140206,52.19795669225021,121.60870574140206
210,youtubevos_000210_1180cbf814,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000210_000211/candidates/youtubevos_000210_1180cbf814/mask_003/mask,16,0,45259.0,905.200133562088,49.9988879602822,120.02661012788865,49.9876229795107,120.02403459197149
211,youtubevos_000211_1187bbd0e3,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000211_000212/candidates/youtubevos_000211_1187bbd0e3/mask_000/mask,16,0,35035.0,801.4356385469437,43.715300786374804,105.60296805700636,43.715300786374804,105.60296805700636
212,youtubevos_000212_1197e44b26,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_000212_000213/candidates/youtubevos_000212_1197e44b26/mask_001/mask,16,0,42176.0,1020.0458033084869,41.34716290504157,115.86646520752912,41.34716290504157,115.86646520752912
