recipe,recipe_name,sample_id,source_group,review_method,reviewed_frames,classification,counts_as_better,counts_as_worse,spatial_artifact,temporal_artifact,outside_damage,reason,step0_vs_step10_strip,step0_raw_output_mp4,step10_raw_output_mp4,delta_full_psnr,delta_mask_psnr,delta_boundary_psnr,delta_outside_psnr,delta_outside_mae,delta_temporal_diff_mae,pixel_diff_mean_review_frames
R2,LocalDPO-Linear-SDPO,REAL_ENV095_00002_001_01,REAL_ENV095_00002,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV095_00002_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV095_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV095_00002_001_01/step10/evidence/raw_output.mp4,0.03766334075448796,0.05092290875121108,0.02088742469232585,0.036967145672857527,0.6810172585880068,-0.1274084448814392,5.4571506182352705
R2,LocalDPO-Linear-SDPO,REAL_ENV095_00003_001_01,REAL_ENV095_00003,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV095_00003_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV095_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV095_00003_001_01/step10/evidence/raw_output.mp4,-0.5401687098858439,-0.44833097772869834,-0.4817430162037759,-0.6427146623552495,1.7925230475033018,-0.10301047563552856,5.494091987609863
R2,LocalDPO-Linear-SDPO,REAL_ENV104_00001_001_01,REAL_ENV104_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,TIE_LOCAL_TRADEOFF,false,false,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,no_systematic,SDPO recipe moves locally but does not produce a clear visual win.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV104_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV104_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV104_00001_001_01/step10/evidence/raw_output.mp4,1.1195770235304146,1.1260361380847286,-0.020051585296009478,0.8974509590595616,-0.37217060257406764,-1.4015767611563206,6.589723904927572
R2,LocalDPO-Linear-SDPO,REAL_ENV105_00004_001_01,REAL_ENV105_00004,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV105_00004_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV105_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV105_00004_001_01/step10/evidence/raw_output.mp4,-2.162110020241336,-1.186749107177171,-0.6044659283005096,-2.22900663895922,1.3625197691075939,0.03770749270915985,1.824866533279419
R2,LocalDPO-Linear-SDPO,REAL_ENV104_00003_001_01,REAL_ENV104_00003,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV104_00003_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV104_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV104_00003_001_01/step10/evidence/raw_output.mp4,-0.22121836537280615,-0.08880726578112963,-0.3192435847087367,-1.0118244199337347,1.4847856970394355,0.03398733586072922,3.067787567774455
R3,LocalDPO-SFTWarmup-Linear,BLENDER_RIVER016_00001,BLENDER_RIVER016,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/BLENDER_RIVER016_00001/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/BLENDER_RIVER016_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/BLENDER_RIVER016_00001/step10/evidence/raw_output.mp4,-0.6191307136082713,-0.387812764048606,-0.10020801682058256,-0.7956583003426303,1.289169059080236,0.06782811880111694,7.50137456258138
R3,LocalDPO-SFTWarmup-Linear,BLENDER_STREET006_00002,BLENDER_STREET006,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/BLENDER_STREET006_00002/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/BLENDER_STREET006_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/BLENDER_STREET006_00002/step10/evidence/raw_output.mp4,0.010590425348770083,0.0015810314275785942,0.03852088166640577,2.7476919242985787e-05,1.5119347432080437,0.0910230353474617,3.3169567584991455
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV103_00001_001_01,REAL_ENV103_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00001_001_01/step10/evidence/raw_output.mp4,-0.011890846304236646,0.10181883334985642,-1.7093017764662441,-0.9213596064231453,0.5316139529733097,0.027005426585674286,3.1687315305074057
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV089_00001_001_01,REAL_ENV089_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV089_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV089_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV089_00001_001_01/step10/evidence/raw_output.mp4,-0.74200387874982,-0.2570749079923189,-0.8866543709979098,-1.6431231208700545,5.093008938957663,-0.21409283578395844,7.789273023605347
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV103_00002_001_02,REAL_ENV103_00002,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00002_001_02/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00002_001_02/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00002_001_02/step10/evidence/raw_output.mp4,-1.1885770012761512,-0.47305238896417023,-1.6857519668144967,-4.322716048987914,3.748526320737952,0.1462884396314621,4.99838670094808
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV103_00003_001_01,REAL_ENV103_00003,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00003_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00003_001_01/step10/evidence/raw_output.mp4,-1.175944881591093,-0.6297727817098568,-1.4321069270115245,-2.1184291643199273,3.050639208625345,0.0184810608625412,4.656136830647786
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV093_00001_001_01,REAL_ENV093_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,TIE_LOCAL_TRADEOFF,false,false,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,no_systematic,SFT warmup recipe has isolated positive metrics but no consistent visible improvement.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV093_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV093_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV093_00001_001_01/step10/evidence/raw_output.mp4,0.36028145003641754,0.002905577807325699,0.391033457947767,0.8209642210982686,-2.6087049596449923,-0.23710879683494568,7.469709793726603
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV103_00004_001_01,REAL_ENV103_00004,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00004_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV103_00004_001_01/step10/evidence/raw_output.mp4,-1.473372092544313,-0.6390429407594524,-1.641778301173776,-3.8113183565466784,4.200204737046185,0.06098294258117676,5.10023840268453
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV095_00002_001_01,REAL_ENV095_00002,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV095_00002_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV095_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV095_00002_001_01/step10/evidence/raw_output.mp4,-0.06626555958046154,0.04696624717813869,-0.0033359957714971245,-0.09547165310243244,1.6483918358297913,-0.09967052936553955,8.235856850941975
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV095_00003_001_01,REAL_ENV095_00003,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV095_00003_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV095_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV095_00003_001_01/step10/evidence/raw_output.mp4,-1.0124734407618874,-0.7869931553373739,-0.9069078980514824,-1.2338737354564842,3.5057914397295775,-0.03803500533103943,7.935011545817058
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV104_00001_001_01,REAL_ENV104_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,no_systematic,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV104_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV104_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV104_00001_001_01/step10/evidence/raw_output.mp4,1.0805171860946032,1.0918102333920245,-0.4433933335330451,0.42132685689814053,-0.10485786550185239,-1.377103116363287,8.76009750366211
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV105_00004_001_01,REAL_ENV105_00004,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV105_00004_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV105_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV105_00004_001_01/step10/evidence/raw_output.mp4,-4.012900106378748,-1.8888648328105724,-1.5501068830075972,-4.1147999024558075,2.733938441557043,0.0759291723370552,3.262103716532389
R3,LocalDPO-SFTWarmup-Linear,REAL_ENV104_00003_001_01,REAL_ENV104_00003,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SFT warmup recipe produces stronger visual drift and worse boundary/outside metrics.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV104_00003_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV104_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R3/heldout_outputs/REAL_ENV104_00003_001_01/step10/evidence/raw_output.mp4,0.9979005494266104,1.7481456979314114,1.2416309626007198,-2.0606754646836443,3.0068326276891364,-0.04545951634645462,6.5586042404174805
