evidence_source,split,sample_id,source_group,full_psnr_delta,mask_psnr_delta,boundary_psnr_delta,affected_psnr_delta,outside_psnr_delta,outside_l1_delta,lpips_delta,mask_lpips_delta,boundary_lpips_delta,ewarp_delta,temporal_flicker_delta,object_residual_delta,effect_residual_delta,pixel_diff_inside_mask,pixel_diff_boundary,pixel_diff_outside,diagnosis_class,visual_classification,visual_reason,comparison_strip
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_MOUNTAIN011_00001,BLENDER_MOUNTAIN011,-0.9331153938016463,0.21018439163879776,0.40394324206265253,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-1.7279002164042154,1.9700230991139134,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.12160934880375862,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.9700230991139134,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_MOUNTAIN011_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_MOUNTAIN009_00001,BLENDER_MOUNTAIN009,-3.095972779180485,0.0596846535176887,-0.04626078009092893,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-4.474185968191932,2.079274696462295,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.08876856043934822,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,2.079274696462295,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_MOUNTAIN009_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_OFFICE003_00001,BLENDER_OFFICE003,-0.40569538164570673,-0.1674004981190489,-0.23057631902454467,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.6825801419084705,1.3237479153801415,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.07430674135684967,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.3237479153801415,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_OFFICE003_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,-3.238939602729051,-1.0403395342588837,-1.2207813600088144,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-4.133458667326565,1.8717102443470672,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.027015045285224915,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.8717102443470672,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_SCHOOL004_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_RIVER006_00001,BLENDER_RIVER006,-0.5505480433080798,-0.15834651169623015,-0.3341015825699749,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.6891155545694829,1.18440787932452,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.2180071733891964,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.18440787932452,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_RIVER006_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_STREET001_00001,BLENDER_STREET001,-2.785344573664851,1.4133998419864717,1.441454136078935,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-3.4277209002888895,1.836053708020379,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.11889703758060932,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.836053708020379,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_STREET001_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_RIVER012_00001,BLENDER_RIVER012,-0.688576173139797,-0.8412529509573865,-0.958310381838988,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.6868852015333999,1.6892405397751755,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.16238147765398026,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.6892405397751755,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_RIVER012_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV064_00001_001_01,REAL_ENV064_00001,0.21576038912726858,0.3491297224490886,0.3500757542805921,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.21573850786276338,-1.1844729255227477,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.05239781737327576,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-1.1844729255227477,R1_GOOD_LOCAL_IMPROVEMENT_NOT_DECISIVE,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV064_00001_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV059_00001_001_01,REAL_ENV059_00001,-1.779281089158637,0.02445206026444069,0.5329089361679387,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-2.188975270939167,1.3651019825654873,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.013700880110263824,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.3651019825654873,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV059_00001_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV100_00001_001_01,REAL_ENV100_00001,-0.27702907156803036,-0.4631752427812543,-0.6942961836162027,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.18578888837753027,0.12131608233732338,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.03509743884205818,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.12131608233732338,R1_WORSE,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,"Step output differs from Step0, but compact review does not show a reliable quality gain.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV100_00001_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV067_00001_001_01,REAL_ENV067_00001,-0.0535178102399918,0.22149857439004705,-0.16382899055236422,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.2566827513375429,0.8328602173749111,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.34051698446273804,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.8328602173749111,R1_GOOD_BUT_OUTSIDE_BAD,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV067_00001_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV063_00001_001_01,REAL_ENV063_00001,0.1685723065485938,0.5137213180421067,-0.04848514608148946,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.4111878126185182,0.7340282271890084,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.052594270557165146,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.7340282271890084,R1_GOOD_BUT_BOUNDARY_BAD,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV063_00001_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV078_00001_001_01,REAL_ENV078_00001,-0.61593518319971,-1.1131892507617138,-0.9429645223159078,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.6152824969028927,0.5975335906533639,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.034877706319093704,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.5975335906533639,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV078_00001_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV067_00002_001_01,REAL_ENV067_00002,0.05805286240774521,0.4058282211027162,0.2520618616634991,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.3129573181454184,0.5662609549129716,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.2635074108839035,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.5662609549129716,R1_GOOD_BUT_OUTSIDE_BAD,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV067_00002_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV080_00002_001_01,REAL_ENV080_00002,0.30219104336136837,1.1978144629235867,0.366491157403221,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.002809421609544671,0.23112936580882248,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.014613714069128036,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.23112936580882248,R1_GOOD_LOCAL_IMPROVEMENT_NOT_DECISIVE,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV080_00002_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV068_00002_001_01,REAL_ENV068_00002,-1.3580786349452012,0.06837517999812093,0.13176434758972277,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-1.359746320182623,1.2771984829622154,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.019802823662757874,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.2771984829622154,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV068_00002_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV082_00001_001_03,REAL_ENV082_00001,0.33680659580599226,0.35491633112157395,0.04294771003771913,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.3172399466018625,-0.6197330250459565,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.6945825442671776,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.6197330250459565,R1_GOOD_LOCAL_IMPROVEMENT_NOT_DECISIVE,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV082_00001_001_03/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV080_00003_001_01,REAL_ENV080_00003,0.5908679509741077,0.4939145646160945,1.4340916460404287,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.6167693912110046,-0.46332042357500836,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.08511623367667198,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.46332042357500836,R1_GOOD_LOCAL_IMPROVEMENT_NOT_DECISIVE,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV080_00003_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV084_00002_001_01,REAL_ENV084_00002,0.5832220186075183,0.6292145691420306,-0.6081272464129057,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.09578324998957655,-0.22885283301858195,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.01730687916278839,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.22885283301858195,R1_GOOD_BUT_BOUNDARY_BAD,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV084_00002_001_01/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,REAL_ENV086_00002_001_01,REAL_ENV086_00002,-0.6387464205548348,-0.689408000816357,-0.4879442897651778,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.638803316855153,1.0424253519843614,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.2109254002571106,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.0424253519843614,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV086_00002_001_01/step0_vs_step_strip_16.jpg
