split,row,sample_id,key,path,decode_ok,shape,dtype,min,max,error
exp40_train_h20,32,BLENDER_LAVA001_00001,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_LAVA001_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,32,BLENDER_LAVA001_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_LAVA001_00001/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,252,
exp40_train_h20,33,REAL_ENV005_00003_003_05,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV005_00003_003_05.mp4,1,720x1280x3,uint8,0,255,
exp40_train_h20,33,REAL_ENV005_00003_003_05,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV005_00003_003_05.mp4,1,720x1280x3,uint8,0,255,
exp40_train_h20,33,REAL_ENV005_00003_003_05,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV005_00003_003_05.mp4,1,720x1280x3,uint8,0,255,
exp40_train_h20,33,REAL_ENV005_00003_003_05,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV005_00003_003_05/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,34,REAL_ENV026_00001_002_02,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV026_00001_002_02.mp4,1,720x1280x3,uint8,0,255,
exp40_train_h20,34,REAL_ENV026_00001_002_02,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV026_00001_002_02.mp4,1,720x1280x3,uint8,0,255,
exp40_train_h20,34,REAL_ENV026_00001_002_02,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV026_00001_002_02.mp4,1,720x1280x3,uint8,0,255,
exp40_train_h20,34,REAL_ENV026_00001_002_02,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV026_00001_002_02/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,35,REAL_ENV044_00005_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV044_00005_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,36,REAL_ENV045_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV045_00001_001_01/C4_affected_soft_degradation/evidence/raw_output.mp4,1,512x512x3,uint8,0,227,
exp40_train_h20,37,REAL_ENV045_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV045_00002_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,247,
exp40_train_h20,38,REAL_ENV045_00003_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV045_00003_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,198,
exp40_train_h20,39,REAL_ENV046_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00002_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,40,REAL_ENV046_00003_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00003_001_01/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,41,REAL_ENV046_00004_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00004_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,42,REAL_ENV046_00005_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00005_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,43,REAL_ENV046_00006_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00006_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,44,REAL_ENV046_00007_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00007_001_01/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,45,REAL_ENV047_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV047_00001_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,212,
exp40_train_h20,46,REAL_ENV047_00003_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV047_00003_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,13,226,
exp40_train_h20,47,REAL_ENV049_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV049_00001_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,13,239,
exp40_train_h20,48,REAL_ENV049_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV049_00002_001_01/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,18,241,
exp40_train_h20,49,REAL_ENV054_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV054_00002_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,21,239,
exp40_train_h20,50,REAL_ENV055_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV055_00001_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,251,
exp40_train_h20,51,REAL_ENV059_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV059_00001_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,52,REAL_ENV063_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV063_00001_001_01/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,192,
exp40_train_h20,53,REAL_ENV064_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV064_00001_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,54,REAL_ENV067_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV067_00001_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,55,REAL_ENV067_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV067_00002_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,251,
exp40_train_h20,56,REAL_ENV068_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV068_00002_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,230,
exp40_train_h20,57,REAL_ENV078_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV078_00001_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,58,REAL_ENV080_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV080_00002_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,217,
exp40_train_h20,59,REAL_ENV080_00003_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV080_00003_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,60,REAL_ENV082_00001_001_03,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV082_00001_001_03/C4_affected_soft_degradation/evidence/raw_output.mp4,1,512x512x3,uint8,0,223,
exp40_train_h20,61,REAL_ENV084_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV084_00002_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,239,
exp40_train_h20,62,REAL_ENV086_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV086_00001_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,63,REAL_ENV086_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV086_00002_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,64,REAL_ENV087_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV087_00001_001_01/C4_affected_soft_degradation/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,1,BLENDER_MOUNTAIN001_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN001_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,228,
exp40_search_h20,2,BLENDER_MOUNTAIN002_00001,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_MOUNTAIN002_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_search_h20,2,BLENDER_MOUNTAIN002_00001,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_MOUNTAIN002_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_search_h20,2,BLENDER_MOUNTAIN002_00001,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_MOUNTAIN002_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_search_h20,2,BLENDER_MOUNTAIN002_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN002_00001/C4_affected_soft_degradation/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,3,BLENDER_MOUNTAIN006_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN006_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,4,BLENDER_MOUNTAIN007_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN007_00001/C4_affected_soft_degradation/evidence/raw_output.mp4,1,512x512x3,uint8,0,252,
exp40_search_h20,5,BLENDER_MOUNTAIN008_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN008_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,181,
exp40_search_h20,6,BLENDER_MOUNTAIN009_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN009_00001/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,11,255,
exp40_search_h20,7,BLENDER_MOUNTAIN011_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN011_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,1,255,
exp40_search_h20,8,BLENDER_MOUNTAIN014_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_MOUNTAIN014_00001/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,9,BLENDER_OFFICE002_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_OFFICE002_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,10,BLENDER_OFFICE003_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_OFFICE003_00001/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,11,BLENDER_PRODUCT001_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_PRODUCT001_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,12,BLENDER_PRODUCT004_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/BLENDER_PRODUCT004_00001/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,17,255,
exp40_search_h20,13,REAL_ENV087_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/REAL_ENV087_00002_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,14,REAL_ENV089_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/REAL_ENV089_00001_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,15,REAL_ENV091_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/REAL_ENV091_00001_001_01/C6_temporal_mild_flicker/evidence/raw_output.mp4,1,512x512x3,uint8,0,252,
exp40_search_h20,16,REAL_ENV093_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/REAL_ENV093_00001_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,17,REAL_ENV095_00001_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/REAL_ENV095_00001_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,18,REAL_ENV095_00002_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/REAL_ENV095_00002_001_01/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_search_h20,19,REAL_ENV095_00003_001_01,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/search/REAL_ENV095_00003_001_01/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
