experiment_label,split,sample_id,review_method,frames_reviewed,comparison_strip,compact_review_page_root,delta_full_psnr,delta_mask_psnr,delta_boundary_psnr,delta_outside_psnr,pixel_diff_mean_review_frames,classification,outside_damage,quality_positive,reason
exp37_r1_localdpo_badnoise,heldout,REAL_ENV103_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV103_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,1.1324845345406267,1.3576457701469344,-0.2908331215285891,-0.6363440154668254,2.048910220464071,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV089_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV089_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.4959673892014713,0.6158903780867977,0.1061707226972004,0.27785160973258627,5.316028515497843,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV103_00002_001_02,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV103_00002_001_02/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.24661085594871324,-0.1678354777356894,-0.8889992671613065,-0.718611852896327,3.3768813610076904,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV091_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV091_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.3857416797174409,0.5735029457154219,-0.07564767419502161,0.3613578107937023,3.6352447668711343,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV103_00003_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV103_00003_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.015342228488563592,0.035266952903544535,0.21950679536868023,-0.026117354654889624,2.713075319925944,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV093_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV093_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.04583786316772276,0.032745950830051385,0.14257699801151702,0.057432608170337573,4.8039923508962,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV103_00004_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV103_00004_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.32895034613627416,0.287410576385593,-0.13217442703356497,0.5505015308311698,3.090794801712036,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV095_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV095_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.0579238219022038,-0.005341319622225171,0.0759276287583539,0.11498074737450992,3.7773315111796064,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV095_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV095_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.03203291078818182,-0.096792040712387,-0.027516596779353364,-0.01278082163357297,4.394961675008139,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV095_00003_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV095_00003_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.08835594194540164,-0.002933106773291172,0.06535320154572588,0.16986372603910027,4.1220732529958095,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV104_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV104_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,1.0868328701670613,1.093116134921214,0.6604660391726931,0.7746205189896287,6.444859504699707,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV105_00004_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV105_00004_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.8544709451138814,-0.4141350978488987,0.25728207495966515,0.9004043459555291,1.6721206506093345,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV104_00003_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV104_00003_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.31533145023722753,-0.2943412634286382,-0.6498707093972662,-0.4626144447067233,3.1775053342183432,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp36_s1_winner_sft,train,BLENDER_MOUNTAIN014_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_MOUNTAIN014_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.015567531934859602,-0.018926561362775374,-0.003650597452082849,0.015749161873362283,0.13067841529846191,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_FOREST049_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_FOREST049_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.03520104188624984,-0.003267554550387075,-0.0007859332857300672,0.037047566899957474,0.21677803993225098,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_OFFICE002_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_OFFICE002_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.0507817151165284,0.018786100604202716,0.002467026203319733,0.10198525812867132,0.05890361467997233,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_RIVER005_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_RIVER005_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.012269287283601216,-0.0029278183276026937,-0.0017766035330453178,0.014668636218981845,0.11566225687662761,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_GRASS001_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_GRASS001_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.0089667304276837,0.03226278666603122,-0.008731673492530234,0.009409004115664032,0.1546327273050944,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_RIVER002_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_RIVER002_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.00851870389887921,0.002177641714823153,-0.004579275775586922,0.015719312673308394,0.09886360168457031,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_MOUNTAIN008_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_MOUNTAIN008_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.01695492812413235,-0.17136652013696363,-0.044376292568308884,0.016957105373666792,0.11046926180521646,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_MOUNTAIN001_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_MOUNTAIN001_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.006512709247147086,-0.016650018623504792,-0.02678494359695449,0.011218569986610305,0.16715463002522785,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_RIVER004_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_RIVER004_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.011007799271890661,0.006768290196209392,-0.0022867788701113057,0.011755594103497913,0.14020562171936035,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_MOUNTAIN011_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_MOUNTAIN011_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.025886580538859505,0.0022856045499821676,0.009568039899999548,0.038195827871298604,0.1214445432027181,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_MOUNTAIN009_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_MOUNTAIN009_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.040584090023877195,-0.0011690771907826303,-0.0034154724266528547,0.11565877955318626,0.09831547737121582,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_OFFICE003_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_OFFICE003_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.011586965590002052,0.00616130781021873,0.004275513915555251,0.022383789651282626,0.15295235315958658,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_SCHOOL004_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_SCHOOL004_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.057681528122394354,-0.027092673462632888,0.02714282559423964,0.1696490292803574,0.11328864097595215,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_RIVER006_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_RIVER006_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.024014260115315267,0.012751158011550245,0.023995954010192833,0.029355143907160652,0.14558744430541992,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_STREET001_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_STREET001_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.11389661280190211,0.020887425001696158,0.0323359821308955,0.1424110296944363,0.11588414510091145,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,BLENDER_RIVER012_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/BLENDER_RIVER012_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.02590439935969613,0.005520093033055673,0.014648851623128678,0.02629581307216,0.13701160748799643,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,REAL_ENV064_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/REAL_ENV064_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.013205835525578635,-0.03576699317875409,-0.035505197457951,-0.013204570503472013,0.09071977933247884,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,REAL_ENV059_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/REAL_ENV059_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.032542160466739745,-0.011206477371739965,0.01207127578348377,0.04474538812890927,0.09010521570841472,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,REAL_ENV100_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/REAL_ENV100_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.05004372672781443,-0.0451199185358071,-0.037912916205328884,-0.051981615108807944,0.04462043444315592,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,REAL_ENV067_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/REAL_ENV067_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.003508372210450972,-0.005407710031683166,0.007499904201377916,0.010998552402142536,0.1568876107533773,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,REAL_ENV063_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/REAL_ENV063_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.007455367209445285,0.013045541419238305,0.009228759337553072,-0.01020222934949544,0.09572076797485352,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,REAL_ENV078_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/REAL_ENV078_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.020987775851587287,-0.05510742231289356,-0.04928252374903508,-0.020918985817978353,0.08846735954284668,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
exp36_s1_winner_sft,train,REAL_ENV067_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp36_s1_winner_sft/train/REAL_ENV067_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.00489133316263235,-0.00529348010613262,0.012378749795349364,0.015378893419853767,0.1113588809967041,TIE_NO_VISIBLE_CHANGE,no_obvious_systematic,no,Compact start/mid/end review shows near-identical Step0/Step10; diff panel nearly black; metrics are near zero.
