experiment,step,l_total,l_dpo,l_sft,implicit_acc,win_gap,lose_gap,reward_margin,sigma_term,kl_divergence,mse_w,mse_l,ref_mse_w,ref_mse_l,dgr_grad_norm,inside_term_mean,inside_term_min,inside_term_max,loser_dominant_ratio,correct,samples,loser_dominant_count,global_step,step_source,dpo_loss,total_loss,factor,implicit_acc_correct,implicit_acc_total,implicit_acc_count,epoch,epoch_batch_idx,steps_per_epoch,loss,v_num,loss_simple_step,loss_step,loss_simple_epoch,loss_epoch
VideoDPO_open_source,3685,0.412123,0.412123,,0.6875,0.000951,0.001274,-0.003959,0.673971,0.000556,0.002374,0.006656,0.001423,0.005382,,0.415567,-6.096195,10.216664,1.0,,,,3685.0,global_step,0.412123,0.412123,1.0,,,,,,,,,,,,
VideoDPO_open_source,3686,0.353519,0.353519,,0.78125,0.000529,0.001458,-0.006359,0.786391,0.000497,0.038555,0.045842,0.038025,0.044384,,2.898707,-12.551024,25.806799,0.97,,,,3686.0,global_step,0.353519,0.353519,1.0,,,,,,,,,,,,
VideoDPO_open_source,3687,3.010496,3.010496,,0.40625,0.001136,0.000365,-0.130248,0.319455,0.000375,0.00362,0.133097,0.002484,0.132732,,-1.107292,-14.159456,11.32533,1.0,,,,3687.0,global_step,3.010496,3.010496,1.0,,,,,,,,,,,,
VideoDPO_open_source,3688,1.084499,1.084499,,0.554688,0.000783,0.000643,-0.013871,0.435303,0.000357,0.002892,0.016623,0.002109,0.01598,,0.148409,-5.16396,3.81703,1.0,,,,3688.0,global_step,1.084499,1.084499,1.0,,,,,,,,,,,,
VideoDPO_open_source,3689,2.520591,2.520591,,0.484375,0.000671,0.00078,0.241658,0.510166,0.000363,0.303959,0.06241,0.303288,0.06163,,0.481977,-12.706891,13.500526,0.741935,,,,3689.0,global_step,2.520591,2.520591,1.0,,,,,,,,,,,,
VideoDPO_open_source,3690,1.833828,1.833828,,0.546875,0.001199,0.00106,0.028733,0.470215,0.000565,0.097283,0.06841,0.096084,0.06735,,0.05551,-11.344664,8.283574,0.942857,,,,3690.0,global_step,1.833828,1.833828,1.0,,,,,,,,,,,,
VideoDPO_open_source,3691,0.591764,0.591764,,0.453125,0.001271,0.001585,-0.01481,0.628652,0.000714,0.008604,0.023728,0.007333,0.022143,,-0.991746,-12.6433,6.998964,0.982759,,,,3691.0,global_step,0.591764,0.591764,1.0,,,,,,,,,,,,
VideoDPO_open_source,3692,4.890037,4.890037,,0.304688,0.002892,0.001221,0.281712,0.2337,0.001028,0.297766,0.014383,0.294874,0.013162,,-2.369883,-19.298792,7.534996,0.974359,,,,3692.0,global_step,4.890037,4.890037,1.0,,,,,,,,,,,,
VideoDPO_open_source,3693,2.106314,2.106314,,0.625,0.001645,0.001754,0.277974,0.493392,0.00085,0.306834,0.028969,0.305189,0.027214,,0.293427,-10.337792,14.953762,0.9625,,,,3693.0,global_step,2.106314,2.106314,1.0,,,,,,,,,,,,
VideoDPO_open_source,3694,2.577129,2.577129,,0.273438,0.001266,0.000286,-0.01696,0.111751,0.000388,0.00491,0.020889,0.003644,0.020603,,-0.893699,-5.511357,6.966702,1.0,,,,3694.0,global_step,2.577129,2.577129,1.0,,,,,,,,,,,,
VideoDPO_open_source,3695,1.199594,1.199594,,0.726562,0.001011,0.002929,-0.213993,0.742831,0.000985,0.028787,0.244698,0.027776,0.241769,,3.417751,-10.204911,23.375191,0.924731,,,,3695.0,global_step,1.199594,1.199594,1.0,,,,,,,,,,,,
VideoDPO_open_source,3696,1.087945,1.087945,,0.570312,0.00097,0.001381,0.058027,0.584569,0.000588,0.082508,0.024892,0.081538,0.023511,,0.659465,-10.357183,14.684843,0.945205,,,,3696.0,global_step,1.087945,1.087945,1.0,,,,,,,,,,,,
VideoDPO_open_source,3697,0.62683,0.62683,,0.71875,0.00069,0.000977,-0.007981,0.608179,0.000417,0.025006,0.033274,0.024316,0.032297,,1.511948,-4.494022,11.807755,1.0,,,,3697.0,global_step,0.62683,0.62683,1.0,,,,,,,,,,,,
VideoDPO_open_source,3698,1.204759,1.204759,,0.4375,0.000659,0.001063,0.137224,0.639462,0.00043,0.139273,0.002453,0.138614,0.001391,,0.014725,-10.519959,7.781126,0.857143,,,,3698.0,global_step,1.204759,1.204759,1.0,,,,,,,,,,,,
VideoDPO_open_source,3699,1.045773,1.045773,,0.585938,1.8e-05,0.001832,0.208587,0.740327,0.000463,0.344917,0.138144,0.344899,0.136312,,1.99819,-8.820147,18.733889,0.706667,,,,3699.0,global_step,1.045773,1.045773,1.0,,,,,,,,,,,,
VideoDPO_open_source,3700,0.477604,0.477604,,0.460938,0.001227,0.001489,0.001237,0.640667,0.000679,0.00473,0.003756,0.003503,0.002267,,-3.155053,-26.279242,8.854568,1.0,,,,3700.0,global_step,0.477604,0.477604,1.0,,,,,,,,,,,,
VideoDPO_open_source,3701,0.510737,0.510737,,0.578125,0.001504,0.001748,0.000325,0.626707,0.000813,0.012331,0.012249,0.010827,0.010501,,0.350487,-3.120431,2.851014,1.0,,,,3701.0,global_step,0.510737,0.510737,1.0,,,,,,,,,,,,
VideoDPO_open_source,3702,0.703392,0.703392,,0.695312,0.001463,0.001611,-0.017218,0.562918,0.000768,0.006378,0.023744,0.004915,0.022133,,0.697015,-2.950341,5.374583,1.0,,,,3702.0,global_step,0.703392,0.703392,1.0,,,,,,,,,,,,
VideoDPO_open_source,3703,1.778637,1.778637,,0.695312,0.001063,0.000996,-0.19412,0.457029,0.000515,0.005501,0.199554,0.004438,0.198558,,0.278919,-6.449334,10.403209,1.0,,,,3703.0,global_step,1.778637,1.778637,1.0,,,,,,,,,,,,
VideoDPO_open_source,3704,0.254984,0.254984,,0.601562,-0.00063,0.001138,0.066082,0.857988,0.000127,0.135848,0.071533,0.136478,0.070395,,1.048663,-15.918873,11.874549,0.675325,,,,3704.0,global_step,0.254984,0.254984,1.0,,,,,,,,,,,,
VideoDPO_open_source,3705,2.140162,2.140162,,0.640625,0.001344,0.000999,0.182232,0.412236,0.000586,0.184748,0.002171,0.183404,0.001172,,0.644992,-11.149422,7.894524,0.951219,,,,3705.0,global_step,2.140162,2.140162,1.0,,,,,,,,,,,,
VideoDPO_open_source,3706,0.703387,0.703387,,0.5,0.001003,0.001228,-0.000726,0.595845,0.000558,0.009341,0.010292,0.008338,0.009064,,-0.423007,-13.374947,9.101741,0.953125,,,,3706.0,global_step,0.703387,0.703387,1.0,,,,,,,,,,,,
VideoDPO_open_source,3707,0.626521,0.626521,,0.523438,0.001059,0.001123,0.000382,0.538871,0.000545,0.0025,0.002181,0.001441,0.001059,,-0.169464,-3.418173,1.47969,1.0,,,,3707.0,global_step,0.626521,0.626521,1.0,,,,,,,,,,,,
VideoDPO_open_source,3708,0.778373,0.778373,,0.507812,0.000915,0.000912,0.002998,0.492567,0.000457,0.014239,0.011239,0.013325,0.010327,,-0.024309,-10.498985,8.954871,0.953846,,,,3708.0,global_step,0.778373,0.778373,1.0,,,,,,,,,,,,
VideoDPO_open_source,3709,0.91901,0.91901,,0.546875,0.000766,0.000877,0.013914,0.544423,0.000411,0.036004,0.022201,0.035237,0.021324,,0.015908,-5.635768,4.987568,0.985714,,,,3709.0,global_step,0.91901,0.91901,1.0,,,,,,,,,,,,
VideoDPO_open_source,3710,1.400001,1.400001,,0.40625,0.001076,0.000834,-0.057144,0.399964,0.000477,0.00407,0.060972,0.002994,0.060138,,-0.385731,-5.555274,5.050637,1.0,,,,3710.0,global_step,1.400001,1.400001,1.0,,,,,,,,,,,,
VideoDPO_open_source,3711,1.244463,1.244463,,0.75,0.000612,0.001029,0.113443,0.620714,0.00041,0.118794,0.005768,0.118183,0.00474,,2.513088,-10.87144,15.904121,0.916667,,,,3711.0,global_step,1.244463,1.244463,1.0,,,,,,,,,,,,
VideoDPO_open_source,3712,3.381381,3.381381,,0.351562,0.001528,0.000278,-0.083158,0.181192,0.000452,0.008487,0.090395,0.006959,0.090117,,-1.2811,-17.615221,9.27506,1.0,,,,3712.0,global_step,3.381381,3.381381,1.0,,,,,,,,,,,,
VideoDPO_open_source,3713,0.557916,0.557916,,0.429688,0.001018,0.001779,-0.061063,0.72985,0.000699,0.013346,0.07517,0.012328,0.073392,,-0.006347,-5.296515,10.686927,0.981818,,,,3713.0,global_step,0.557916,0.557916,1.0,,,,,,,,,,,,
VideoDPO_open_source,3714,0.892318,0.892318,,0.554688,0.001304,0.001318,-0.006715,0.505618,0.000655,0.007138,0.013867,0.005834,0.012549,,0.792901,-6.57348,12.417696,0.985915,,,,3714.0,global_step,0.892318,0.892318,1.0,,,,,,,,,,,,
VideoDPO_open_source,3715,1.882019,1.882019,,0.609375,0.001916,0.001381,0.009094,0.322686,0.000824,0.049707,0.040078,0.047792,0.038697,,1.146976,-10.791533,12.401221,1.0,,,,3715.0,global_step,1.882019,1.882019,1.0,,,,,,,,,,,,
VideoDPO_open_source,3716,0.448606,0.448606,,0.671875,0.000747,0.001087,0.005106,0.673579,0.000459,0.011225,0.00646,0.010478,0.005373,,0.740995,-9.233989,8.74944,0.872093,,,,3716.0,global_step,0.448606,0.448606,1.0,,,,,,,,,,,,
VideoDPO_open_source,3717,0.097726,0.097726,,0.921875,-0.002019,0.002663,0.426376,0.978008,0.000161,0.465262,0.043568,0.467281,0.040905,,6.931501,-5.82233,24.088993,0.788136,,,,3717.0,global_step,0.097726,0.097726,1.0,,,,,,,,,,,,
VideoDPO_open_source,3718,0.573908,0.573908,,0.4375,0.000917,0.001215,0.021023,0.624927,0.000533,0.03001,0.009285,0.029093,0.008069,,-0.084313,-3.932645,4.679451,1.0,,,,3718.0,global_step,0.573908,0.573908,1.0,,,,,,,,,,,,
VideoDPO_open_source,3719,1.141257,1.141257,,0.414062,0.000983,0.000909,0.046021,0.455113,0.000473,0.05161,0.005516,0.050628,0.004607,,-0.362586,-13.849214,8.471161,0.924528,,,,3719.0,global_step,1.141257,1.141257,1.0,,,,,,,,,,,,
VideoDPO_open_source,3720,0.839079,0.839079,,0.648438,0.0011,0.001043,0.002531,0.470829,0.000536,0.008104,0.005517,0.007004,0.004474,,1.956418,-7.896014,14.656075,0.698795,,,,3720.0,global_step,0.839079,0.839079,1.0,,,,,,,,,,,,
VideoDPO_open_source,3721,0.716188,0.716188,,0.617188,0.001049,0.001396,-0.046441,0.590568,0.000611,0.003258,0.050046,0.002209,0.04865,,0.813796,-7.144585,7.708399,1.0,,,,3721.0,global_step,0.716188,0.716188,1.0,,,,,,,,,,,,
VideoDPO_open_source,3722,0.382633,0.382633,,0.742188,0.001252,0.002209,-0.047014,0.779531,0.000865,0.003432,0.051402,0.00218,0.049193,,1.498719,-3.869981,8.122921,1.0,,,,3722.0,global_step,0.382633,0.382633,1.0,,,,,,,,,,,,
VideoDPO_open_source,3723,0.408346,0.408346,,0.90625,0.000774,0.001098,0.00369,0.679404,0.000468,0.005871,0.002504,0.005097,0.001407,,0.990335,-1.166584,3.472022,1.0,,,,3723.0,global_step,0.408346,0.408346,1.0,,,,,,,,,,,,
VideoDPO_open_source,3724,0.479364,0.479364,,0.6875,3e-06,0.001574,0.066601,0.825973,0.000394,0.153311,0.088281,0.153308,0.086707,,2.062765,-7.730778,14.236942,0.875,,,,3724.0,global_step,0.479364,0.479364,1.0,,,,,,,,,,,,
VideoDPO_open_source,3725,1.916993,1.916993,,0.523438,0.000859,0.000471,-0.085226,0.380206,0.000332,0.007353,0.092191,0.006495,0.09172,,0.019886,-8.231029,5.515735,1.0,,,,3725.0,global_step,1.916993,1.916993,1.0,,,,,,,,,,,,
VideoDPO_open_source,3726,0.961585,0.961585,,0.648438,0.000693,0.00144,0.0656,0.644793,0.000533,0.182995,0.118141,0.182301,0.116701,,1.330543,-6.044377,14.745034,0.915663,,,,3726.0,global_step,0.961585,0.961585,1.0,,,,,,,,,,,,
VideoDPO_open_source,3727,1.052295,1.052295,,0.671875,0.001167,0.001187,-0.079474,0.48895,0.000588,0.003949,0.083442,0.002781,0.082255,,2.419067,-5.105026,17.36492,1.0,,,,3727.0,global_step,1.052295,1.052295,1.0,,,,,,,,,,,,
VideoDPO_open_source,3728,4.432312,4.432312,,0.445312,0.00212,0.001254,-0.422358,0.446191,0.000843,0.022972,0.444465,0.020853,0.443211,,-1.179245,-18.445774,11.586025,1.0,,,,3728.0,global_step,4.432312,4.432312,1.0,,,,,,,,,,,,
VideoDPO_open_source,3729,1.221766,1.221766,,0.726562,0.000611,0.000642,0.0553,0.499207,0.000313,0.100475,0.045207,0.099864,0.044564,,0.676052,-8.020252,5.561747,0.913979,,,,3729.0,global_step,1.221766,1.221766,1.0,,,,,,,,,,,,
VideoDPO_open_source,3730,1.287244,1.287244,,0.5,0.001821,0.001788,0.021967,0.495535,0.000902,0.046268,0.024268,0.044447,0.02248,,0.127037,-10.618587,9.94619,1.0,,,,3730.0,global_step,1.287244,1.287244,1.0,,,,,,,,,,,,
VideoDPO_open_source,3731,1.280736,1.280736,,0.640625,0.000929,0.001001,-0.0635,0.489909,0.000482,0.009933,0.073505,0.009004,0.072504,,1.044701,-6.416496,10.131672,1.0,,,,3731.0,global_step,1.280736,1.280736,1.0,,,,,,,,,,,,
VideoDPO_open_source,3732,0.823588,0.823588,,0.796875,0.00119,0.001301,0.001131,0.557358,0.000623,0.018277,0.017258,0.017087,0.015957,,1.665277,-5.170498,9.121113,1.0,,,,3732.0,global_step,0.823588,0.823588,1.0,,,,,,,,,,,,
VideoDPO_open_source,3733,1.104043,1.104043,,0.757812,0.002255,0.002616,0.046485,0.649215,0.001218,0.06383,0.017705,0.061574,0.01509,,1.123929,-15.289281,6.724074,1.0,,,,3733.0,global_step,1.104043,1.104043,1.0,,,,,,,,,,,,
VideoDPO_open_source,3734,4.239262,4.239262,,0.382812,0.000731,-3.4e-05,-0.608389,0.423513,0.000174,0.009953,0.617578,0.009223,0.617612,,-1.094791,-19.616186,18.391163,1.0,,,,3734.0,global_step,4.239262,4.239262,1.0,,,,,,,,,,,,
VideoDPO_open_source,3735,0.955766,0.955766,,0.546875,0.001194,0.00112,0.007667,0.465931,0.000578,0.013262,0.005521,0.012068,0.004401,,1.045271,-14.835074,13.630316,1.0,,,,3735.0,global_step,0.955766,0.955766,1.0,,,,,,,,,,,,
VideoDPO_open_source,3736,1.814386,1.814386,,0.625,0.001211,0.00076,0.066998,0.323616,0.000493,0.075249,0.0078,0.074038,0.00704,,0.68108,-5.97842,11.532344,0.9875,,,,3736.0,global_step,1.814386,1.814386,1.0,,,,,,,,,,,,
VideoDPO_open_source,3737,0.579382,0.579382,,0.859375,0.001252,0.001568,0.001577,0.638524,0.000705,0.0203,0.019039,0.019048,0.017471,,1.71213,-2.989541,5.805989,1.0,,,,3737.0,global_step,0.579382,0.579382,1.0,,,,,,,,,,,,
VideoDPO_open_source,3738,1.514422,1.514422,,0.492188,0.001156,0.001291,-0.040175,0.546779,0.000612,0.098902,0.139213,0.097747,0.137922,,0.151136,-9.726659,10.825582,0.920635,,,,3738.0,global_step,1.514422,1.514422,1.0,,,,,,,,,,,,
VideoDPO_open_source,3739,1.717192,1.717192,,0.554688,0.000921,0.000715,0.096358,0.435912,0.000409,0.104422,0.007858,0.103501,0.007143,,0.472713,-7.57603,10.655941,0.915493,,,,3739.0,global_step,1.717192,1.717192,1.0,,,,,,,,,,,,
VideoDPO_open_source,3740,0.89287,0.89287,,0.523438,0.000437,0.000905,0.080355,0.602589,0.000336,0.10137,0.021483,0.100933,0.020578,,0.165145,-11.678338,12.161136,0.880597,,,,3740.0,global_step,0.89287,0.89287,1.0,,,,,,,,,,,,
VideoDPO_open_source,3741,2.750572,2.750572,,0.445312,0.001857,0.000941,-0.075942,0.233532,0.000699,0.027641,0.102667,0.025784,0.101726,,-0.494386,-10.947157,10.011345,0.982456,,,,3741.0,global_step,2.750572,2.750572,1.0,,,,,,,,,,,,
VideoDPO_open_source,3742,0.363961,0.363961,,0.71875,0.001525,0.002366,-0.035067,0.76578,0.000973,0.025472,0.06138,0.023947,0.059014,,1.356855,-5.329414,7.20474,1.0,,,,3742.0,global_step,0.363961,0.363961,1.0,,,,,,,,,,,,
VideoDPO_open_source,3743,2.556845,2.556845,,0.242188,0.001643,0.000847,0.078589,0.274649,0.000623,0.08479,0.005405,0.083147,0.004557,,-1.826792,-8.617491,7.507056,0.870968,,,,3743.0,global_step,2.556845,2.556845,1.0,,,,,,,,,,,,
VideoDPO_open_source,3744,2.120586,2.120586,,0.546875,0.001264,0.000852,-0.094941,0.380331,0.000529,0.007078,0.101607,0.005814,0.100756,,-0.327337,-11.12774,6.592311,1.0,,,,3744.0,global_step,2.120586,2.120586,1.0,,,,,,,,,,,,
VideoDPO_open_source,3745,1.370297,1.370297,,0.546875,0.000671,0.00064,-0.074648,0.498336,0.000328,0.012171,0.086789,0.0115,0.086148,,1.049383,-11.643767,17.460287,0.757143,,,,3745.0,global_step,1.370297,1.370297,1.0,,,,,,,,,,,,
VideoDPO_open_source,3746,2.120575,2.120575,,0.570312,0.001359,0.000718,0.012952,0.300627,0.000519,0.040984,0.02739,0.039625,0.026672,,0.712678,-7.45629,8.239057,1.0,,,,3746.0,global_step,2.120575,2.120575,1.0,,,,,,,,,,,,
VideoDPO_open_source,3747,0.438456,0.438456,,0.664062,0.000778,0.001232,-0.017102,0.695824,0.000502,0.008913,0.026469,0.008135,0.025238,,0.830649,-8.507874,11.452213,0.988235,,,,3747.0,global_step,0.438456,0.438456,1.0,,,,,,,,,,,,
VideoDPO_open_source,3748,1.243484,1.243484,,0.570312,0.001316,0.001168,-0.003642,0.468641,0.000621,0.011579,0.015073,0.010263,0.013905,,0.113113,-8.157566,4.828847,1.0,,,,3748.0,global_step,1.243484,1.243484,1.0,,,,,,,,,,,,
VideoDPO_open_source,3749,0.371664,0.371664,,0.65625,0.00047,0.004409,-0.183904,0.911321,0.00122,0.047722,0.235564,0.047252,0.231155,,4.827347,-10.164716,25.053396,0.988095,,,,3749.0,global_step,0.371664,0.371664,1.0,,,,,,,,,,,,
VideoDPO_open_source,3750,1.150542,1.150542,,0.546875,0.001026,0.001432,-0.179505,0.546355,0.000614,0.008242,0.188153,0.007217,0.186722,,0.715097,-7.021725,19.24917,1.0,,,,3750.0,global_step,1.150542,1.150542,1.0,,,,,,,,,,,,
VideoDPO_open_source,3751,0.451517,0.451517,,0.671875,0.001043,0.001373,-0.005422,0.670469,0.000604,0.004291,0.010044,0.003248,0.008671,,0.379942,-12.183115,8.61343,1.0,,,,3751.0,global_step,0.451517,0.451517,1.0,,,,,,,,,,,,
VideoDPO_open_source,3752,1.087132,1.087132,,0.539062,0.001149,0.001014,0.033586,0.456364,0.000541,0.03728,0.00356,0.036131,0.002545,,0.381697,-6.445758,7.569762,1.0,,,,3752.0,global_step,1.087132,1.087132,1.0,,,,,,,,,,,,
VideoDPO_open_source,3753,0.797123,0.797123,,0.335938,0.001012,0.001058,0.005478,0.497112,0.000517,0.010216,0.004784,0.009204,0.003726,,-0.794268,-6.609303,7.632205,0.976744,,,,3753.0,global_step,0.797123,0.797123,1.0,,,,,,,,,,,,
VideoDPO_open_source,3754,1.404168,1.404168,,0.71875,0.002711,0.002933,0.03524,0.545177,0.001411,0.079,0.043981,0.076289,0.041049,,1.368709,-9.843502,11.477852,1.0,,,,3754.0,global_step,1.404168,1.404168,1.0,,,,,,,,,,,,
VideoDPO_open_source,3755,1.184216,1.184216,,0.25,0.00081,0.000606,-0.007836,0.410588,0.000354,0.007301,0.014933,0.006491,0.014327,,-1.725535,-8.123005,5.50413,1.0,,,,3755.0,global_step,1.184216,1.184216,1.0,,,,,,,,,,,,
VideoDPO_open_source,3756,0.56697,0.56697,,0.773438,0.001047,0.001357,-0.009927,0.631766,0.000601,0.014672,0.024908,0.013624,0.023551,,2.787138,-5.289838,16.598049,1.0,,,,3756.0,global_step,0.56697,0.56697,1.0,,,,,,,,,,,,
VideoDPO_open_source,3757,0.48118,0.48118,,0.820312,0.000443,0.001195,-0.02498,0.695851,0.000409,0.025863,0.051595,0.02542,0.0504,,2.120286,-3.890255,9.629707,0.933333,,,,3757.0,global_step,0.48118,0.48118,1.0,,,,,,,,,,,,
VideoDPO_open_source,3758,2.077469,2.077469,,0.367188,0.001066,0.001033,-0.069137,0.497854,0.000525,0.080413,0.149517,0.079347,0.148484,,-0.529628,-8.412395,12.198482,0.957447,,,,3758.0,global_step,2.077469,2.077469,1.0,,,,,,,,,,,,
VideoDPO_open_source,3759,0.607334,0.607334,,0.65625,0.000608,0.001023,0.078714,0.646604,0.000408,0.08285,0.004551,0.082242,0.003528,,0.929017,-5.298322,8.070729,0.964286,,,,3759.0,global_step,0.607334,0.607334,1.0,,,,,,,,,,,,
VideoDPO_open_source,3760,0.909019,0.909019,,0.460938,0.000825,0.00074,0.004633,0.473596,0.000391,0.013968,0.009249,0.013143,0.008509,,-0.684901,-8.44392,4.058005,1.0,,,,3760.0,global_step,0.909019,0.909019,1.0,,,,,,,,,,,,
VideoDPO_open_source,3761,1.917024,1.917024,,0.445312,0.001123,0.000735,0.028452,0.380597,0.000464,0.090305,0.061464,0.089182,0.06073,,-0.184987,-9.322186,5.202405,0.964912,,,,3761.0,global_step,1.917024,1.917024,1.0,,,,,,,,,,,,
VideoDPO_open_source,3762,1.141092,1.141092,,0.664062,0.000933,0.001016,0.025964,0.54769,0.000487,0.046081,0.0202,0.045148,0.019184,,0.613454,-6.31569,4.777499,0.976471,,,,3762.0,global_step,1.141092,1.141092,1.0,,,,,,,,,,,,
VideoDPO_open_source,3763,1.190389,1.190389,,0.320312,0.000909,0.000663,-0.023741,0.368351,0.000393,0.002193,0.025687,0.001284,0.025025,,0.0016,-5.912185,15.479885,1.0,,,,3763.0,global_step,1.190389,1.190389,1.0,,,,,,,,,,,,
VideoDPO_open_source,3764,0.292642,0.292642,,0.648438,0.003564,0.007612,-0.283501,0.899575,0.002794,0.014581,0.302131,0.011017,0.294519,,4.524375,-11.274293,24.909973,0.975904,,,,3764.0,global_step,0.292642,0.292642,1.0,,,,,,,,,,,,
VideoDPO_open_source,3765,1.07934,1.07934,,0.367188,0.001349,0.002831,-0.446186,0.723293,0.001045,0.017897,0.465566,0.016549,0.462734,,-0.156974,-11.820011,20.382256,1.0,,,,3765.0,global_step,1.07934,1.07934,1.0,,,,,,,,,,,,
VideoDPO_open_source,3766,0.300062,0.300062,,0.59375,0.00086,0.001693,-0.032727,0.785117,0.000638,0.006336,0.039896,0.005476,0.038203,,0.414517,-8.418057,6.88741,1.0,,,,3766.0,global_step,0.300062,0.300062,1.0,,,,,,,,,,,,
VideoDPO_open_source,3767,1.890402,1.890402,,0.53125,0.000607,0.000826,0.0954,0.570834,0.000358,0.199225,0.104044,0.198618,0.103218,,0.249721,-12.223646,14.849286,0.676471,,,,3767.0,global_step,1.890402,1.890402,1.0,,,,,,,,,,,,
VideoDPO_open_source,3768,1.742788,1.742788,,0.460938,0.001483,0.001303,-0.090462,0.43884,0.000696,0.018238,0.10852,0.016755,0.107217,,-0.293849,-6.474741,8.865781,1.0,,,,3768.0,global_step,1.742788,1.742788,1.0,,,,,,,,,,,,
VideoDPO_open_source,3769,1.019744,1.019744,,0.46875,0.000655,0.000482,-0.001351,0.422665,0.000284,0.004456,0.005633,0.0038,0.005151,,-0.036399,-5.045242,6.979364,1.0,,,,3769.0,global_step,1.019744,1.019744,1.0,,,,,,,,,,,,
VideoDPO_open_source,3770,1.061494,1.061494,,0.515625,0.001017,0.000865,0.001932,0.447156,0.00047,0.009194,0.00711,0.008177,0.006245,,0.443044,-7.748715,15.292912,0.969697,,,,3770.0,global_step,1.061494,1.061494,1.0,,,,,,,,,,,,
VideoDPO_open_source,3771,1.463419,1.463419,,0.632812,-0.00044,0.000206,-0.0393,0.56198,-5.8e-05,0.132907,0.172853,0.133347,0.172647,,1.249425,-8.523167,16.368143,0.790123,,,,3771.0,global_step,1.463419,1.463419,1.0,,,,,,,,,,,,
VideoDPO_open_source,3772,1.160328,1.160328,,0.53125,0.000922,0.001064,0.096251,0.54172,0.000496,0.115053,0.018945,0.114132,0.017881,,0.365845,-8.615516,5.575493,0.926471,,,,3772.0,global_step,1.160328,1.160328,1.0,,,,,,,,,,,,
VideoDPO_open_source,3773,0.470819,0.470819,,0.898438,0.000652,0.000903,-0.003822,0.637389,0.000389,0.002305,0.006377,0.001653,0.005475,,1.634153,-2.057066,7.343404,1.0,,,,3773.0,global_step,0.470819,0.470819,1.0,,,,,,,,,,,,
VideoDPO_open_source,3774,1.130711,1.130711,,0.445312,0.000782,0.000812,-0.064774,0.506029,0.000399,0.004226,0.06903,0.003444,0.068218,,-0.435015,-7.286035,8.015856,1.0,,,,3774.0,global_step,1.130711,1.130711,1.0,,,,,,,,,,,,
VideoDPO_open_source,3775,0.396308,0.396308,,0.78125,0.000762,0.001128,-0.006715,0.690134,0.000472,0.00652,0.013601,0.005758,0.012474,,1.35997,-5.046837,11.011585,0.85,,,,3775.0,global_step,0.396308,0.396308,1.0,,,,,,,,,,,,
VideoDPO_open_source,3776,0.071262,0.071262,,0.765625,0.000793,0.003144,-0.034404,0.963408,0.000984,0.00976,0.046516,0.008967,0.043371,,2.94117,-2.970444,12.258627,1.0,,,,3776.0,global_step,0.071262,0.071262,1.0,,,,,,,,,,,,
VideoDPO_open_source,3777,1.358421,1.358421,,0.515625,0.00044,0.00077,0.153131,0.562361,0.000303,0.158197,0.005397,0.157757,0.004626,,0.343873,-9.812973,10.375902,0.757576,,,,3777.0,global_step,1.358421,1.358421,1.0,,,,,,,,,,,,
VideoDPO_open_source,3778,0.385073,0.385073,,0.757812,0.000982,0.001545,-0.00629,0.727511,0.000632,0.003122,0.009975,0.00214,0.008431,,1.3742,-9.197034,10.453351,0.979381,,,,3778.0,global_step,0.385073,0.385073,1.0,,,,,,,,,,,,
VideoDPO_open_source,3779,1.145705,1.145705,,0.4375,0.000641,0.000761,-0.109653,0.539439,0.00035,0.005044,0.114816,0.004403,0.114055,,-2.493239,-23.465305,14.852285,0.821429,,,,3779.0,global_step,1.145705,1.145705,1.0,,,,,,,,,,,,
VideoDPO_open_source,3780,0.65411,0.65411,,0.515625,0.000739,0.000822,-0.000796,0.542216,0.00039,0.006952,0.007831,0.006213,0.007009,,-0.048294,-12.444854,10.098145,1.0,,,,3780.0,global_step,0.65411,0.65411,1.0,,,,,,,,,,,,
VideoDPO_open_source,3781,0.776383,0.776383,,0.476562,0.001023,0.001018,0.008086,0.497456,0.00051,0.014508,0.006417,0.013485,0.005399,,0.013437,-8.72517,10.262448,0.95082,,,,3781.0,global_step,0.776383,0.776383,1.0,,,,,,,,,,,,
VideoDPO_open_source,3782,2.10119,2.10119,,0.398438,0.001451,0.001148,0.100708,0.402022,0.00065,0.128406,0.027395,0.126955,0.026247,,-0.467021,-10.760278,9.091115,0.960784,,,,3782.0,global_step,2.10119,2.10119,1.0,,,,,,,,,,,,
VideoDPO_open_source,3783,0.777152,0.777152,,0.664062,0.000313,0.004204,-0.320739,0.846244,0.001129,0.013839,0.338469,0.013526,0.334264,,5.239744,-9.522811,26.986599,1.0,,,,3783.0,global_step,0.777152,0.777152,1.0,,,,,,,,,,,,
VideoDPO_open_source,3784,1.943006,1.943006,,0.609375,0.001078,0.000616,0.115321,0.384974,0.000424,0.120778,0.004995,0.1197,0.004379,,-0.247909,-7.389486,4.060138,0.987179,,,,3784.0,global_step,1.943006,1.943006,1.0,,,,,,,,,,,,
VideoDPO_open_source,3785,1.232307,1.232307,,0.554688,0.001034,0.000829,0.008359,0.396068,0.000466,0.018396,0.009832,0.017362,0.009003,,0.209661,-5.387319,7.867115,0.971831,,,,3785.0,global_step,1.232307,1.232307,1.0,,,,,,,,,,,,
