experiment,global_step,step,step_source,implicit_acc,inside_term_mean,inside_term_min,inside_term_max,loser_dominant_ratio,dpo_loss,total_loss,factor,mse_w,ref_mse_w,mse_l,ref_mse_l,win_gap,lose_gap,reward_margin,sigma_term,kl_divergence,l_dpo,l_total
VideoDPO_open_source,795,795,global_step,0.476562,-0.020625,-3.083241,2.442468,0.704918,0.823927,0.823927,1.0,0.01724,0.017109,0.007584,0.007487,0.000132,9.7e-05,0.009622,0.482591,5.7e-05,0.823927,0.823927
VideoDPO_open_source,796,796,global_step,0.585938,2.931325,-8.414462,21.134243,1.0,2.418549,2.418549,1.0,0.003659,0.003505,0.110495,0.111071,0.000153,-0.000576,-0.107566,0.295701,-0.000106,2.418549,2.418549
VideoDPO_open_source,797,797,global_step,0.421875,-0.04648,-1.532242,1.586986,1.0,0.752014,0.752014,1.0,0.001439,0.001234,0.005564,0.005395,0.000205,0.000169,-0.004162,0.477723,9.4e-05,0.752014,0.752014
VideoDPO_open_source,798,798,global_step,0.625,0.768393,-4.211506,8.018026,0.425,0.827292,0.827292,1.0,0.053911,0.05406,0.017114,0.017037,-0.000149,7.7e-05,0.037023,0.576051,-1.8e-05,0.827292,0.827292
VideoDPO_open_source,799,799,global_step,0.460938,-0.153507,-9.242967,7.535359,0.898305,1.031894,1.031894,1.0,0.031947,0.031585,0.043869,0.043475,0.000362,0.000394,-0.01189,0.505996,0.000189,1.031894,1.031894
VideoDPO_open_source,800,800,global_step,0.78125,0.58156,-1.872317,3.139591,0.76,0.577949,0.577949,1.0,0.028946,0.028947,0.002644,0.002437,-1e-06,0.000207,0.02651,0.600053,5.1e-05,0.577949,0.577949
VideoDPO_open_source,801,801,global_step,0.429688,-0.236962,-4.128972,4.007984,0.454545,0.843299,0.843299,1.0,0.018116,0.018085,0.006738,0.006731,3.1e-05,7e-06,0.011355,0.499761,1e-05,0.843299,0.843299
VideoDPO_open_source,802,802,global_step,0.429688,-0.016263,-4.74263,3.377553,0.981818,1.112809,1.112809,1.0,0.009388,0.009213,0.046948,0.046997,0.000175,-4.9e-05,-0.037784,0.37648,3.1e-05,1.112809,1.112809
VideoDPO_open_source,803,803,global_step,0.515625,0.014887,-4.026014,6.312356,1.0,0.727733,0.727733,1.0,0.001559,0.001395,0.055667,0.055309,0.000164,0.000358,-0.053914,0.576305,0.00013,0.727733,0.727733
VideoDPO_open_source,804,804,global_step,0.523438,0.288036,-12.264252,17.009377,0.985075,2.742007,2.742007,1.0,0.008959,0.008917,0.377956,0.377848,4.2e-05,0.000108,-0.368931,0.529285,3.8e-05,2.742007,2.742007
VideoDPO_open_source,805,805,global_step,0.34375,-0.323374,-2.811919,3.555713,1.0,0.912509,0.912509,1.0,0.008375,0.008109,0.019652,0.019476,0.000266,0.000177,-0.011367,0.444123,0.000111,0.912509,0.912509
VideoDPO_open_source,806,806,global_step,0.53125,0.040037,-3.63084,9.823225,0.764706,1.028545,1.028545,1.0,0.011294,0.010965,0.01318,0.013,0.000329,0.00018,-0.002036,0.427982,0.000127,1.028545,1.028545
VideoDPO_open_source,807,807,global_step,0.53125,0.034475,-7.997714,3.865762,0.382353,0.790677,0.790677,1.0,0.040628,0.040551,0.005054,0.004917,7.7e-05,0.000137,0.035634,0.518621,5.3e-05,0.790677,0.790677
VideoDPO_open_source,808,808,global_step,0.632812,0.669326,-6.473898,6.670207,0.950617,0.664153,0.664153,1.0,0.021855,0.021626,0.058503,0.057834,0.000229,0.000669,-0.036208,0.668312,0.000224,0.664153,0.664153
VideoDPO_open_source,809,809,global_step,0.585938,0.108434,-1.904081,7.89384,0.746667,0.837162,0.837162,1.0,0.004882,0.00482,0.007359,0.00737,6.2e-05,-1.1e-05,-0.002549,0.460716,1.3e-05,0.837162,0.837162
VideoDPO_open_source,810,810,global_step,0.625,0.503463,-2.144761,5.625864,0.6875,0.476166,0.476166,1.0,0.009429,0.009452,0.014779,0.014432,-2.3e-05,0.000347,-0.00498,0.666845,8.1e-05,0.476166,0.476166
VideoDPO_open_source,811,811,global_step,0.554688,0.115547,-2.390775,3.149035,1.0,0.689316,0.689316,1.0,0.001901,0.00177,0.009917,0.009735,0.000131,0.000182,-0.007964,0.528903,7.8e-05,0.689316,0.689316
VideoDPO_open_source,812,812,global_step,0.375,-0.910463,-6.516837,5.590366,0.395833,0.917288,0.917288,1.0,0.029695,0.029578,0.001577,0.001453,0.000117,0.000125,0.028126,0.517944,6e-05,0.917288,0.917288
VideoDPO_open_source,813,813,global_step,0.523438,0.066666,-3.893804,3.021792,0.641791,0.621901,0.621901,1.0,0.012083,0.012107,0.004422,0.004336,-2.4e-05,8.6e-05,0.007771,0.558205,1.6e-05,0.621901,0.621901
VideoDPO_open_source,814,814,global_step,0.515625,0.019163,-1.300937,1.551877,1.0,0.726129,0.726129,1.0,0.001626,0.001468,0.004711,0.004561,0.000158,0.000151,-0.003093,0.494405,7.7e-05,0.726129,0.726129
VideoDPO_open_source,815,815,global_step,0.523438,0.119502,-2.885494,3.317753,0.985075,0.737843,0.737843,1.0,0.005498,0.005323,0.016872,0.01663,0.000175,0.000242,-0.011306,0.527888,0.000104,0.737843,0.737843
VideoDPO_open_source,816,816,global_step,0.601562,0.285854,-4.863334,3.335569,0.727273,0.593951,0.593951,1.0,0.032283,0.032025,0.027881,0.027348,0.000258,0.000533,0.004677,0.627131,0.000198,0.593951,0.593951
VideoDPO_open_source,817,817,global_step,0.273438,-2.30633,-14.624707,2.864217,0.371429,4.538845,4.538845,1.0,0.089885,0.088034,0.023688,0.023561,0.001851,0.000127,0.064473,0.129038,0.000494,4.538845,4.538845
VideoDPO_open_source,818,818,global_step,0.296875,-1.880704,-14.050677,18.136278,0.973684,3.402609,3.402609,1.0,0.013706,0.013613,0.321887,0.322012,9.3e-05,-0.000125,-0.308399,0.365764,-8e-06,3.402609,3.402609
VideoDPO_open_source,819,819,global_step,0.359375,-0.231379,-3.78116,2.984507,0.73913,0.852311,0.852311,1.0,0.018418,0.018247,0.006308,0.006167,0.000171,0.000141,0.012081,0.489569,7.8e-05,0.852311,0.852311
VideoDPO_open_source,820,820,global_step,0.617188,0.365933,-2.851235,3.842516,0.78481,0.728119,0.728119,1.0,0.021676,0.021532,0.024819,0.02457,0.000145,0.000249,-0.003038,0.551827,9.8e-05,0.728119,0.728119
VideoDPO_open_source,821,821,global_step,0.445312,-0.356151,-6.296988,3.225738,0.701754,1.106453,1.106453,1.0,0.036132,0.035674,0.011893,0.011543,0.000458,0.00035,0.02413,0.455085,0.000202,1.106453,1.106453
VideoDPO_open_source,822,822,global_step,0.578125,0.387272,-5.355189,11.667013,0.797297,1.163519,1.163519,1.0,0.034856,0.034601,0.042032,0.041687,0.000255,0.000345,-0.007086,0.481902,0.00015,1.163519,1.163519
VideoDPO_open_source,823,823,global_step,0.507812,0.06311,-3.596041,4.51643,0.369231,0.881993,0.881993,1.0,0.040394,0.040295,0.003152,0.003074,9.9e-05,7.8e-05,0.037221,0.4875,4.4e-05,0.881993,0.881993
VideoDPO_open_source,824,824,global_step,0.539062,0.279162,-10.031276,9.470135,0.550725,1.512236,1.512236,1.0,0.159109,0.158689,0.042991,0.042504,0.00042,0.000487,0.116186,0.517675,0.000227,1.512236,1.512236
VideoDPO_open_source,825,825,global_step,0.734375,1.803881,-5.701678,10.218285,0.968085,0.614326,0.614326,1.0,0.027663,0.027249,0.119176,0.117851,0.000414,0.001325,-0.090602,0.747334,0.000435,0.614326,0.614326
VideoDPO_open_source,826,826,global_step,0.601562,0.457897,-10.527931,10.473468,1.0,1.615848,1.615848,1.0,0.003282,0.003109,0.14169,0.14153,0.000172,0.00016,-0.138421,0.502492,8.3e-05,1.615848,1.615848
VideoDPO_open_source,827,827,global_step,0.828125,2.131366,-1.370639,11.004352,0.95283,0.616437,0.616437,1.0,0.007056,0.006991,0.010267,0.01006,6.5e-05,0.000206,-0.00307,0.567924,6.8e-05,0.616437,0.616437
VideoDPO_open_source,828,828,global_step,0.546875,0.319478,-6.656815,6.014966,0.985714,1.761751,1.761751,1.0,0.009888,0.009679,0.090004,0.090187,0.000209,-0.000183,-0.080508,0.375909,7e-06,1.761751,1.761751
VideoDPO_open_source,829,829,global_step,0.632812,0.499525,-2.959133,4.117624,0.703704,0.644481,0.644481,1.0,0.030303,0.030268,0.028011,0.027796,3.5e-05,0.000216,0.002473,0.584288,6.3e-05,0.644481,0.644481
VideoDPO_open_source,830,830,global_step,0.726562,0.840229,-3.651418,5.414523,0.731183,0.545024,0.545024,1.0,0.015795,0.015863,0.046296,0.045954,-6.8e-05,0.000342,-0.030091,0.670117,6.9e-05,0.545024,0.545024
VideoDPO_open_source,831,831,global_step,0.78125,1.222568,-1.919232,4.727608,0.87,0.377753,0.377753,1.0,0.009056,0.008841,0.046696,0.045829,0.000215,0.000867,-0.036988,0.744801,0.00027,0.377753,0.377753
VideoDPO_open_source,832,832,global_step,0.804688,0.712718,-1.062094,7.443926,0.990291,0.437014,0.437014,1.0,0.003168,0.003066,0.020287,0.019802,0.000101,0.000485,-0.016736,0.669101,0.000147,0.437014,0.437014
VideoDPO_open_source,833,833,global_step,0.460938,0.005865,-0.3414,1.027295,1.0,0.743958,0.743958,1.0,0.002909,0.002771,0.001447,0.001347,0.000138,0.0001,0.001424,0.476511,5.9e-05,0.743958,0.743958
VideoDPO_open_source,834,834,global_step,0.695312,0.511812,-3.66997,3.056535,1.0,0.525545,0.525545,1.0,0.00185,0.001684,0.041486,0.041011,0.000165,0.000475,-0.039326,0.648611,0.00016,0.525545,0.525545
VideoDPO_open_source,835,835,global_step,0.421875,-0.484127,-8.946434,9.696781,0.314815,1.658863,1.658863,1.0,0.201362,0.201075,0.018716,0.018577,0.000288,0.000138,0.182497,0.447765,0.000107,1.658863,1.658863
VideoDPO_open_source,836,836,global_step,0.804688,1.385966,-3.426569,9.40796,0.902913,0.378141,0.378141,1.0,0.012612,0.012405,0.077413,0.076377,0.000207,0.001037,-0.063972,0.759963,0.000311,0.378141,0.378141
VideoDPO_open_source,837,837,global_step,0.617188,1.484417,-7.332973,14.142693,1.0,1.178144,1.178144,1.0,0.00493,0.004825,0.262396,0.262013,0.000105,0.000384,-0.257188,0.554527,0.000122,1.178144,1.178144
VideoDPO_open_source,838,838,global_step,0.375,-0.207682,-2.832776,3.744271,0.354167,0.712166,0.712166,1.0,0.021438,0.021451,0.002221,0.002151,-1.2e-05,7e-05,0.0193,0.532154,1.4e-05,0.712166,0.712166
VideoDPO_open_source,839,839,global_step,0.476562,-0.131153,-7.15089,5.363282,0.540984,1.308483,1.308483,1.0,0.044149,0.043827,0.023285,0.023153,0.000323,0.000132,0.020674,0.431354,0.000114,1.308483,1.308483
VideoDPO_open_source,840,840,global_step,0.625,0.61588,-6.960565,7.461636,0.925,1.110056,1.110056,1.0,0.035368,0.034607,0.039261,0.038414,0.000761,0.000848,-0.003807,0.54189,0.000402,1.110056,1.110056
VideoDPO_open_source,841,841,global_step,0.6875,0.41249,-15.048496,3.203759,0.886364,0.741681,0.741681,1.0,0.012308,0.012208,0.023288,0.023038,0.0001,0.00025,-0.01083,0.6202,8.7e-05,0.741681,0.741681
VideoDPO_open_source,842,842,global_step,0.515625,0.000895,-3.015473,2.35643,0.80303,0.683401,0.683401,1.0,0.011873,0.011792,0.014815,0.014677,8.1e-05,0.000138,-0.002885,0.532702,5.5e-05,0.683401,0.683401
VideoDPO_open_source,843,843,global_step,0.210938,-2.623251,-14.381502,6.26497,0.296296,4.907453,4.907453,1.0,0.126555,0.124473,0.013799,0.0136,0.002083,0.000199,0.110873,0.11577,0.00057,4.907453,4.907453
VideoDPO_open_source,844,844,global_step,0.75,0.670612,-2.737548,5.227895,0.90625,0.463588,0.463588,1.0,0.011767,0.011788,0.027838,0.027548,-2.1e-05,0.000291,-0.015759,0.658687,6.7e-05,0.463588,0.463588
VideoDPO_open_source,845,845,global_step,0.148438,-1.585963,-8.302633,1.93377,0.578947,2.276385,2.276385,1.0,0.043999,0.04317,0.005306,0.005293,0.00083,1.3e-05,0.037877,0.180469,0.000211,2.276385,2.276385
VideoDPO_open_source,846,846,global_step,0.625,0.394392,-3.14048,3.679693,1.0,0.558481,0.558481,1.0,0.003982,0.003862,0.02609,0.025714,0.00012,0.000376,-0.021852,0.627257,0.000124,0.558481,0.558481
VideoDPO_open_source,847,847,global_step,0.570312,0.462882,-4.777899,10.408051,0.863014,0.857181,0.857181,1.0,0.013762,0.013484,0.034822,0.034417,0.000278,0.000405,-0.020932,0.520375,0.000171,0.857181,0.857181
VideoDPO_open_source,848,848,global_step,0.539062,0.149828,-5.594944,3.750957,0.84058,0.665878,0.665878,1.0,0.02093,0.020756,0.006668,0.006337,0.000174,0.000331,0.014419,0.567877,0.000126,0.665878,0.665878
VideoDPO_open_source,849,849,global_step,0.296875,-0.858259,-6.76794,3.949385,0.394737,0.7524,0.7524,1.0,0.023622,0.023618,0.004162,0.00414,3e-06,2.2e-05,0.019478,0.511458,6e-06,0.7524,0.7524
VideoDPO_open_source,850,850,global_step,0.390625,-0.693752,-6.805863,3.207019,0.36,0.867593,0.867593,1.0,0.030547,0.030511,0.017495,0.017482,3.6e-05,1.2e-05,0.013029,0.493628,1.2e-05,0.867593,0.867593
VideoDPO_open_source,851,851,global_step,0.492188,0.069032,-1.732053,2.100784,0.761905,0.833256,0.833256,1.0,0.008787,0.008747,0.010153,0.010195,3.9e-05,-4.2e-05,-0.001447,0.452529,-1e-06,0.833256,0.833256
VideoDPO_open_source,852,852,global_step,0.734375,0.977875,-1.435485,37.175407,0.648936,0.481017,0.481017,1.0,0.013113,0.01329,0.011117,0.010951,-0.000177,0.000166,0.002339,0.654235,-3e-06,0.481017,0.481017
VideoDPO_open_source,853,853,global_step,0.414062,-0.37886,-6.62718,7.452443,0.169811,1.875963,1.875963,1.0,0.11194,0.111643,0.004959,0.004889,0.000297,7e-05,0.106754,0.430067,9.2e-05,1.875963,1.875963
VideoDPO_open_source,854,854,global_step,0.375,-0.141935,-4.925933,7.274207,0.375,0.933863,0.933863,1.0,0.048313,0.048413,0.004791,0.004826,-0.0001,-3.5e-05,0.043587,0.493137,-3.4e-05,0.933863,0.933863
VideoDPO_open_source,855,855,global_step,0.46875,-0.095643,-11.152885,12.881514,0.783333,2.850883,2.850883,1.0,0.168275,0.167313,0.075839,0.075532,0.000962,0.000307,0.091781,0.336788,0.000317,2.850883,2.850883
VideoDPO_open_source,856,856,global_step,0.65625,0.82873,-8.217841,6.710961,0.904762,0.749325,0.749325,1.0,0.025651,0.025418,0.098241,0.097671,0.000233,0.00057,-0.072253,0.618787,0.000201,0.749325,0.749325
VideoDPO_open_source,857,857,global_step,0.476562,-0.192398,-18.871948,11.77039,0.114754,2.080449,2.080449,1.0,0.171281,0.170678,0.00148,0.001399,0.000603,8.1e-05,0.16928,0.358965,0.000171,2.080449,2.080449
VideoDPO_open_source,858,858,global_step,0.570312,0.084414,-4.566146,4.654152,0.794521,0.739949,0.739949,1.0,0.015274,0.01521,0.025873,0.025723,6.4e-05,0.00015,-0.010513,0.551226,5.4e-05,0.739949,0.739949
VideoDPO_open_source,859,859,global_step,0.789062,2.089502,-5.434938,8.860416,0.960396,0.578591,0.578591,1.0,0.013153,0.012985,0.12449,0.123406,0.000168,0.001084,-0.110421,0.763195,0.000313,0.578591,0.578591
VideoDPO_open_source,860,860,global_step,0.796875,0.55133,-1.872855,8.887811,0.911765,0.632555,0.632555,1.0,0.006047,0.006027,0.001765,0.001635,2.1e-05,0.00013,0.004392,0.547859,3.8e-05,0.632555,0.632555
VideoDPO_open_source,861,861,global_step,0.570312,0.261294,-2.10945,8.5855,0.671233,0.5912,0.5912,1.0,0.011636,0.011636,0.02142,0.021226,-0.0,0.000193,-0.00959,0.583248,4.8e-05,0.5912,0.5912
VideoDPO_open_source,862,862,global_step,0.53125,0.545175,-10.513104,12.673102,0.838235,1.56371,1.56371,1.0,0.026729,0.026992,0.200584,0.200455,-0.000263,0.000129,-0.173463,0.57375,-3.3e-05,1.56371,1.56371
VideoDPO_open_source,863,863,global_step,0.585938,0.568023,-9.59009,11.291951,0.933333,1.282335,1.282335,1.0,0.015744,0.015488,0.22179,0.221304,0.000256,0.000486,-0.205816,0.600715,0.000186,1.282335,1.282335
VideoDPO_open_source,864,864,global_step,0.390625,-0.784899,-7.788129,7.292908,1.0,2.578775,2.578775,1.0,0.004048,0.003903,0.111198,0.111775,0.000145,-0.000577,-0.107872,0.294508,-0.000108,2.578775,2.578775
VideoDPO_open_source,865,865,global_step,0.492188,0.001091,-7.405048,4.801033,0.111111,1.163865,1.163865,1.0,0.067639,0.067553,0.00933,0.009303,8.6e-05,2.7e-05,0.058251,0.478374,2.8e-05,1.163865,1.163865
VideoDPO_open_source,866,866,global_step,0.585938,0.392025,-3.867997,4.722811,0.76,0.616245,0.616245,1.0,0.009707,0.009753,0.048144,0.047926,-4.5e-05,0.000218,-0.038173,0.62655,4.3e-05,0.616245,0.616245
VideoDPO_open_source,867,867,global_step,0.445312,-0.074884,-3.212141,4.585078,0.473684,0.937937,0.937937,1.0,0.026288,0.026336,0.009502,0.009538,-4.9e-05,-3.6e-05,0.016798,0.488833,-2.1e-05,0.937937,0.937937
VideoDPO_open_source,868,868,global_step,0.53125,0.245787,-4.817629,6.498052,0.455882,1.011695,1.011695,1.0,0.067471,0.067587,0.03618,0.036138,-0.000115,4.2e-05,0.031449,0.544382,-1.8e-05,1.011695,1.011695
VideoDPO_open_source,869,869,global_step,0.171875,-11.184278,-41.348637,26.308596,0.909091,18.616009,18.616009,1.0,0.041933,0.041969,0.707756,0.715222,-3.6e-05,-0.007466,-0.673253,0.019943,-0.001876,18.616009,18.616009
VideoDPO_open_source,870,870,global_step,0.664062,0.635786,-6.154906,6.869333,0.588235,0.871146,0.871146,1.0,0.073157,0.073184,0.045313,0.044952,-2.7e-05,0.000361,0.028232,0.628705,8.4e-05,0.871146,0.871146
VideoDPO_open_source,871,871,global_step,0.445312,-0.311921,-9.302012,5.083624,0.824561,1.263478,1.263478,1.0,0.010787,0.010758,0.064507,0.064572,2.9e-05,-6.5e-05,-0.053814,0.461857,-9e-06,1.263478,1.263478
VideoDPO_open_source,872,872,global_step,0.398438,-0.38832,-23.157305,2.162876,0.490196,0.927127,0.927127,1.0,0.016633,0.016427,0.006857,0.006776,0.000206,8.1e-05,0.00965,0.432533,7.2e-05,0.927127,0.927127
VideoDPO_open_source,873,873,global_step,0.554688,0.093616,-2.413646,4.367437,0.676056,0.784922,0.784922,1.0,0.008698,0.008627,0.008928,0.008886,7.1e-05,4.2e-05,-0.000259,0.486162,2.8e-05,0.784922,0.784922
VideoDPO_open_source,874,874,global_step,0.375,-0.063142,-0.650218,0.868975,0.979167,0.719668,0.719668,1.0,0.004438,0.004347,0.003848,0.003771,9.1e-05,7.8e-05,0.000576,0.491608,4.2e-05,0.719668,0.719668
VideoDPO_open_source,875,875,global_step,0.632812,0.907548,-26.338362,15.792362,0.802469,3.647978,3.647978,1.0,0.055241,0.05516,0.18762,0.18817,8.1e-05,-0.00055,-0.13301,0.507332,-0.000117,3.647978,3.647978
VideoDPO_open_source,876,876,global_step,0.585938,0.218847,-8.285847,7.374096,0.773333,0.927077,0.927077,1.0,0.044021,0.043495,0.039342,0.038604,0.000527,0.000738,0.00489,0.598517,0.000316,0.927077,0.927077
VideoDPO_open_source,877,877,global_step,0.5,0.096591,-5.21359,4.892917,0.734375,1.163306,1.163306,1.0,0.033752,0.033374,0.027704,0.027497,0.000378,0.000208,0.005878,0.431716,0.000146,1.163306,1.163306
VideoDPO_open_source,878,878,global_step,0.523438,0.182396,-6.034253,6.639631,0.507463,1.26596,1.26596,1.0,0.059094,0.05874,0.040378,0.040065,0.000354,0.000312,0.018675,0.476508,0.000167,1.26596,1.26596
VideoDPO_open_source,879,879,global_step,0.609375,0.306003,-1.706297,5.099976,0.974359,0.731606,0.731606,1.0,0.00934,0.009107,0.0096,0.009332,0.000233,0.000268,-0.000225,0.505895,0.000125,0.731606,0.731606
VideoDPO_open_source,880,880,global_step,0.632812,0.380662,-1.640022,8.051465,0.481481,0.655008,0.655008,1.0,0.009202,0.009156,0.001048,0.000945,4.6e-05,0.000103,0.008211,0.531395,3.7e-05,0.655008,0.655008
VideoDPO_open_source,881,881,global_step,0.523438,-0.080239,-6.03368,2.566622,0.776119,1.020706,1.020706,1.0,0.01903,0.018776,0.0073,0.007167,0.000254,0.000133,0.011609,0.453046,9.7e-05,1.020706,1.020706
VideoDPO_open_source,882,882,global_step,0.398438,-0.456895,-9.503513,3.856607,0.294118,0.826888,0.826888,1.0,0.031733,0.031654,0.003075,0.002929,7.9e-05,0.000145,0.028725,0.527565,5.6e-05,0.826888,0.826888
VideoDPO_open_source,883,883,global_step,0.453125,-0.367612,-5.391892,3.446648,0.551724,0.734735,0.734735,1.0,0.023623,0.023566,0.010451,0.010334,5.7e-05,0.000117,0.013232,0.524081,4.4e-05,0.734735,0.734735
VideoDPO_open_source,884,884,global_step,0.523438,0.020266,-6.016511,3.972538,0.820895,0.986518,0.986518,1.0,0.010179,0.010205,0.053427,0.053505,-2.6e-05,-7.8e-05,-0.0433,0.491,-2.6e-05,0.986518,0.986518
VideoDPO_open_source,885,885,global_step,0.492188,-0.345969,-7.030238,4.732162,0.349206,1.932607,1.932607,1.0,0.100889,0.100285,0.001726,0.001591,0.000604,0.000135,0.098694,0.332483,0.000185,1.932607,1.932607
VideoDPO_open_source,886,886,global_step,0.648438,1.023295,-3.999229,6.341529,0.722892,0.897828,0.897828,1.0,0.026839,0.026863,0.044237,0.044113,-2.4e-05,0.000124,-0.017251,0.546513,2.5e-05,0.897828,0.897828
VideoDPO_open_source,887,887,global_step,0.492188,0.064735,-7.616458,3.543058,0.174603,0.869786,0.869786,1.0,0.024543,0.024531,0.00491,0.004921,1.2e-05,-1.2e-05,0.01961,0.475422,0.0,0.869786,0.869786
VideoDPO_open_source,888,888,global_step,0.507812,0.125565,-6.579422,7.493422,0.723077,1.767296,1.767296,1.0,0.011976,0.012051,0.061807,0.062019,-7.5e-05,-0.000212,-0.049969,0.429836,-7.2e-05,1.767296,1.767296
VideoDPO_open_source,889,889,global_step,0.445312,-0.156967,-4.768798,2.32567,0.719298,1.089982,1.089982,1.0,0.007748,0.007635,0.007978,0.008072,0.000114,-9.4e-05,-0.000437,0.391166,5e-06,1.089982,1.089982
VideoDPO_open_source,890,890,global_step,0.328125,-1.43137,-10.061711,4.357528,0.380952,2.262735,2.262735,1.0,0.14778,0.146988,0.002195,0.00203,0.000792,0.000165,0.144958,0.333605,0.000239,2.262735,2.262735
VideoDPO_open_source,891,891,global_step,0.625,1.912275,-6.761998,14.58358,0.9,1.205889,1.205889,1.0,0.091415,0.091247,0.18929,0.188702,0.000168,0.000588,-0.097455,0.556526,0.000189,1.205889,1.205889
VideoDPO_open_source,892,892,global_step,0.570312,0.240556,-3.124392,3.742017,0.465753,0.73071,0.73071,1.0,0.053896,0.053798,0.002983,0.002806,9.7e-05,0.000178,0.050993,0.533012,6.9e-05,0.73071,0.73071
VideoDPO_open_source,893,893,global_step,0.351562,-1.081626,-9.888448,12.842547,0.177778,2.48438,2.48438,1.0,0.125185,0.124325,0.00839,0.008258,0.00086,0.000131,0.116067,0.307109,0.000248,2.48438,2.48438
VideoDPO_open_source,894,894,global_step,0.773438,0.268036,-0.627667,5.622557,0.939394,0.603098,0.603098,1.0,0.009044,0.008957,0.002379,0.002184,8.7e-05,0.000195,0.006773,0.552619,7.1e-05,0.603098,0.603098
VideoDPO_open_source,895,895,global_step,0.796875,2.757895,-10.858327,13.154391,1.0,0.121644,0.121644,1.0,0.004927,0.004787,0.145231,0.142939,0.000139,0.002292,-0.138151,0.910628,0.000608,0.121644,0.121644
VideoDPO_open_source,896,896,global_step,0.359375,-0.002578,-2.780147,16.251511,0.804348,0.917649,0.917649,1.0,0.004857,0.004788,0.005202,0.005121,6.9e-05,8.2e-05,-0.000332,0.420751,3.8e-05,0.917649,0.917649
VideoDPO_open_source,897,897,global_step,0.648438,0.097726,-2.420829,2.499309,0.771084,0.714254,0.714254,1.0,0.007487,0.007427,0.002196,0.002111,6e-05,8.5e-05,0.005316,0.513065,3.6e-05,0.714254,0.714254
VideoDPO_open_source,898,898,global_step,0.523438,0.429439,-7.407926,8.410597,0.985075,0.783948,0.783948,1.0,0.004078,0.00392,0.069533,0.069069,0.000158,0.000464,-0.065149,0.573565,0.000155,0.783948,0.783948
VideoDPO_open_source,899,899,global_step,0.421875,-0.863172,-17.181189,8.671135,0.37037,3.125348,3.125348,1.0,0.107497,0.106089,0.010409,0.010112,0.001408,0.000297,0.095977,0.212304,0.000426,3.125348,3.125348
VideoDPO_open_source,900,900,global_step,0.507812,-0.168988,-5.479092,3.302209,0.769231,0.913151,0.913151,1.0,0.030268,0.030083,0.025961,0.025773,0.000185,0.000188,0.00431,0.519663,9.3e-05,0.913151,0.913151
VideoDPO_open_source,901,901,global_step,0.226562,-25.464205,-137.731873,7.570014,0.310345,2.556681,2.556681,1.0,0.34062,0.339859,0.002911,0.002712,0.000761,0.000199,0.337147,0.416105,0.00024,2.556681,2.556681
VideoDPO_open_source,902,902,global_step,0.40625,-0.218496,-3.27291,3.246972,0.692308,0.845417,0.845417,1.0,0.026818,0.026642,0.003279,0.003129,0.000176,0.00015,0.023514,0.478628,8.2e-05,0.845417,0.845417
VideoDPO_open_source,903,903,global_step,0.578125,0.022975,-6.905533,5.981829,0.608108,0.765786,0.765786,1.0,0.071215,0.071114,0.004858,0.004619,0.000101,0.000239,0.066494,0.564355,8.5e-05,0.765786,0.765786
VideoDPO_open_source,904,904,global_step,0.507812,-0.025681,-3.185552,2.557142,0.923077,0.907172,0.907172,1.0,0.012228,0.01204,0.034393,0.034271,0.000188,0.000122,-0.022231,0.470389,7.8e-05,0.907172,0.907172
VideoDPO_open_source,905,905,global_step,0.664062,0.24391,-1.867493,2.789455,0.835294,0.717609,0.717609,1.0,0.00617,0.006061,0.009731,0.009558,0.000108,0.000172,-0.003497,0.525431,7e-05,0.717609,0.717609
VideoDPO_open_source,906,906,global_step,0.421875,0.174952,-5.214475,7.037092,0.833333,0.71509,0.71509,1.0,0.024672,0.024691,0.071313,0.0708,-1.9e-05,0.000513,-0.046109,0.656681,0.000124,0.71509,0.71509
VideoDPO_open_source,907,907,global_step,0.515625,0.217612,-6.726626,8.487795,1.0,1.189596,1.189596,1.0,0.002546,0.002226,0.048515,0.048356,0.00032,0.000159,-0.04613,0.432786,0.00012,1.189596,1.189596
VideoDPO_open_source,908,908,global_step,0.367188,-0.672775,-7.124618,7.257722,0.340426,1.760453,1.760453,1.0,0.155712,0.155094,0.016839,0.016564,0.000618,0.000275,0.13853,0.376589,0.000223,1.760453,1.760453
VideoDPO_open_source,909,909,global_step,0.460938,-0.504821,-10.606125,12.138486,0.40678,3.431298,3.431298,1.0,0.207531,0.205509,0.040503,0.039617,0.002022,0.000886,0.165893,0.251818,0.000727,3.431298,3.431298
VideoDPO_open_source,910,910,global_step,0.5,-0.110186,-9.472855,9.351894,0.921875,1.526963,1.526963,1.0,0.015228,0.015007,0.140859,0.140616,0.000221,0.000243,-0.125609,0.529305,0.000116,1.526963,1.526963
VideoDPO_open_source,911,911,global_step,0.484375,-0.000121,-8.809604,8.042641,0.983871,1.425462,1.425462,1.0,0.004107,0.003759,0.113499,0.113081,0.000348,0.000418,-0.109322,0.519211,0.000191,1.425462,1.425462
VideoDPO_open_source,912,912,global_step,0.875,0.823429,-0.811068,3.464206,0.9375,0.528425,0.528425,1.0,0.01043,0.010365,0.003053,0.002805,6.5e-05,0.000248,0.00756,0.603097,7.8e-05,0.528425,0.528425
