step,global_step,loss,dpo_loss,implicit_acc,win_gap,lose_gap,raw_win_gap,raw_lose_gap,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,adaptive_norm_win_gap,adaptive_norm_lose_gap,adaptive_norm_lose_gap_clipped,adaptive_norm_mode,gap_normalization,gap_eps,lose_gap_clip_tau,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio,sigma_term,grad_norm,total_loss,anchored_total_loss,sft_loss,sft_reg_weight,lose_gap_weight,winner_abs_reg,winner_abs_reg_weight,winner_gap_reg,winner_gap_reg_weight,winner_gap_reg_margin,relu_win_gap_mean,relu_win_gap_max,win_gap_positive_ratio,mse_w_over_ref_mse_w,mse_l_over_ref_mse_l,reward_margin,kl_divergence,inside_term_mean,inside_term_min,inside_term_max,loss_region_mode,region_mask_weight,region_boundary_weight,region_outside_weight,mask_area_ratio,boundary_area_ratio,outside_area_ratio,region_weight_sum,boundary_mode,mask_weight,boundary_weight,outside_weight,mask_region_mse,boundary_region_mse,outside_region_mse,region_weighted_mse_w,region_weighted_mse_l,region_weighted_ref_mse_w,region_weighted_ref_mse_l,L_base,L_prior,L_gen,L_boundary_extra,lambda_prior,lambda_gen,lambda_boundary_extra,exp16_extra_loss,m_w,m_l,m_w_ref,m_l_ref,prior_conf_mean,prior_conf_p10,prior_conf_p50,prior_conf_p90,reliable_area_ratio,generate_area_ratio,confidence_mode,prior_target_mode
200,200,0.7152664065361023,0.6130611896514893,1.0,-0.005154621787369251,0.11441735178232193,-2.7727626729756594e-05,0.0012174586299806833,-0.005154621787369251,0.11441735178232193,0.11441735178232193,null,null,null,null,log_ratio,1e-06,1.0,0.004965570755302906,0.004993298556655645,0.011141709983348846,0.009924252517521381,1.0,0.5420988202095032,8.059435989036432,0.7152664065361023,0.7152664065361023,0.004965570755302906,0.0,0.25,0.004965570755302906,0.05,0.002839964348822832,1.0,0.0,0.002839964348822832,0.015937676653265953,0.4375,0.9944469928741455,1.1226749420166016,-0.006176139693707228,0.0002974322997033596,0.16879481077194214,0.16879481077194214,0.16879481077194214,region,1.0,0.75,0.05,0.2832901179790497,0.05280761793255806,0.6636719107627869,880.3563232421875,both,1.0,0.75,0.05,0.006168722175061703,0.003301445860415697,0.00033634266583248973,0.004965570755302906,0.011141709983348846,0.004993298556655645,0.009924252517521381,0.6161494255065918,0.441100150346756,0.533484697341919,0.2833274304866791,0.1,0.05,0.1,0.09911699593067169,0.004965570755302906,0.011141709983348846,0.004993298556655645,0.009924252517521381,0.9071163535118103,0.7012919187545776,0.9745419025421143,0.995708167552948,0.28352051973342896,0.2833251953125,gt_error,latent_x0
210,210,0.7221249341964722,0.6223763227462769,1.0,-0.008051397278904915,0.08556129038333893,-0.005022384226322174,0.06943748891353607,-0.008051397278904915,0.08556129038333893,0.08556129038333893,null,null,null,null,log_ratio,1e-06,1.0,0.6237384676933289,0.6287608742713928,0.8304709196090698,0.7610334157943726,1.0,0.5367358326911926,1.5765163105511362,0.7221249341964722,0.7221249341964722,0.6237384676933289,0.0,0.25,0.6237384676933289,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9920122027397156,1.0912411212921143,-0.20673242211341858,0.016103744506835938,0.14720860123634338,0.14720860123634338,0.14720860123634338,region,1.0,0.75,0.05,0.29460451006889343,0.06132812425494194,0.645312488079071,913.0999755859375,both,1.0,0.75,0.05,0.7366156578063965,0.5245159268379211,0.08582891523838043,0.6237384676933289,0.8304709196090698,0.6287608742713928,0.7610334157943726,0.6535632610321045,0.5372650027275085,0.12205030769109726,0.08732647448778152,0.1,0.05,0.1,0.06856166571378708,0.6237384676933289,0.8304709196090698,0.6287608742713928,0.7610334157943726,0.8068346381187439,0.41125527024269104,0.9102728366851807,0.9764368534088135,0.2933593690395355,0.2933349609375,gt_error,latent_x0
220,220,0.7026379704475403,0.6193230748176575,1.0,-0.007473524659872055,0.09706208109855652,-3.8822763599455357e-05,0.0013167404104024172,-0.007473524659872055,0.09706208109855652,0.09706208109855652,null,null,null,null,log_ratio,1e-06,1.0,0.0053681181743741035,0.005406940821558237,0.014118696562945843,0.01280195638537407,1.0,0.5395907759666443,15.589691412879201,0.7026379704475403,0.7026379704475403,0.0053681181743741035,0.0,0.25,0.0053681181743741035,0.05,0.00559765612706542,1.0,0.0,0.00559765612706542,0.023255346342921257,0.5,0.9928198456764221,1.102854609489441,-0.00875057838857174,0.0003194794990122318,0.15869522094726562,0.15869522094726562,0.15869522094726562,region,1.0,0.75,0.05,0.26735612750053406,0.05405273661017418,0.6779541373252869,844.6062622070312,both,1.0,0.75,0.05,0.007070137187838554,0.002790283877402544,0.0003509487141855061,0.0053681181743741035,0.014118696562945843,0.005406940821558237,0.01280195638537407,0.6251891255378723,0.33194074034690857,0.47479063272476196,0.20515219867229462,0.1,0.05,0.1,0.07744883000850677,0.0053681181743741035,0.014118696562945843,0.005406940821558237,0.01280195638537407,0.945813000202179,0.8608006238937378,0.9869074821472168,0.997805118560791,0.26799318194389343,0.2669921815395355,gt_error,latent_x0
230,230,0.710170328617096,0.6213304400444031,1.0,-0.012247808277606964,0.07118019461631775,-0.0027839932590723038,0.0207027830183506,-0.012247808277606964,0.07118019461631775,0.07118019461631775,null,null,null,null,log_ratio,1e-06,1.0,0.2257033735513687,0.22848737239837646,0.24982872605323792,0.2291259467601776,1.0,0.5374830961227417,2.492943745088463,0.710170328617096,0.710170328617096,0.2257033735513687,0.0,0.25,0.2257033735513687,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9878154993057251,1.090355396270752,-0.02412535436451435,0.004479698836803436,0.150214284658432,0.150214284658432,0.150214284658432,region,1.0,0.75,0.05,0.2069019377231598,0.04350585862994194,0.749755859375,683.21875,both,1.0,0.75,0.05,0.2951320707798004,0.16804663836956024,0.013030890375375748,0.2257033735513687,0.24982872605323792,0.22848737239837646,0.2291259467601776,0.6326156258583069,0.47418519854545593,0.27682602405548096,0.1629488617181778,0.1,0.05,0.1,0.07755471020936966,0.2257033735513687,0.24982872605323792,0.22848737239837646,0.2291259467601776,0.9308196902275085,0.8347229957580566,0.9880673885345459,1.0,0.20673827826976776,0.2056884765625,gt_error,latent_x0
240,240,0.7006055116653442,0.6091804504394531,1.0,-0.00539814680814743,0.11899936199188232,-0.0032590217888355255,0.10904636979103088,-0.00539814680814743,0.11899936199188232,0.11899936199188232,null,null,null,null,log_ratio,1e-06,1.0,0.6093622446060181,0.6126211881637573,0.9704172611236572,0.861370861530304,1.0,0.5438222885131836,1.5546385558424711,0.7006055116653442,0.7006055116653442,0.6093622446060181,0.0,0.25,0.6093622446060181,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9946803450584412,1.1265963315963745,-0.36105501651763916,0.02644684910774231,0.17573994398117065,0.17573994398117065,0.17573994398117065,region,1.0,0.75,0.05,0.22935180366039276,0.05078125,0.719921886920929,746.4000244140625,both,1.0,0.75,0.05,0.7417575716972351,0.5462648272514343,0.06874199211597443,0.6093622446060181,0.9704172611236572,0.6126211881637573,0.861370861530304,0.6396485567092896,0.479073703289032,0.10575799643993378,0.07761689275503159,0.1,0.05,0.1,0.060956962406635284,0.6093622446060181,0.9704172611236572,0.6126211881637573,0.861370861530304,0.880171000957489,0.6045856475830078,0.9643101692199707,0.9908561706542969,0.22929687798023224,0.22929687798023224,gt_error,latent_x0
250,250,0.7122558355331421,0.6150022745132446,1.0,-0.01775868609547615,0.0612320750951767,-0.00022778037237003446,0.0005251519614830613,-0.01775868609547615,0.0612320750951767,0.0612320750951767,null,null,null,null,log_ratio,1e-06,1.0,0.012557625770568848,0.012785406783223152,0.009628304280340672,0.00910315290093422,1.0,0.5412395000457764,8.40172052345349,0.7122558355331421,0.7122558355331421,0.012557625770568848,0.0,0.25,0.012557625770568848,0.05,0.0012633864535018802,1.0,0.0,0.0012633864535018802,0.015194502659142017,0.125,0.9821842908859253,1.0576889514923096,0.002929321490228176,7.434235885739326e-05,0.16533352434635162,0.16533352434635162,0.16533352434635162,region,1.0,0.75,0.05,0.2561584413051605,0.052734375,0.6898437738418579,816.550048828125,both,1.0,0.75,0.05,0.017262816429138184,0.005292851012200117,0.0004910388379357755,0.012557625770568848,0.009628304280340672,0.012785406783223152,0.00910315290093422,0.6168935298919678,0.3959271013736725,0.6609178781509399,0.22723688185214996,0.1,0.05,0.1,0.09536229074001312,0.012557625770568848,0.009628304280340672,0.012785406783223152,0.00910315290093422,0.915934681892395,0.7368890643119812,0.9867585897445679,1.0,0.2574218809604645,0.25544434785842896,gt_error,latent_x0
260,260,0.6678336262702942,0.5809386968612671,1.0,-0.0241019856184721,0.09554386883974075,-0.00022317172260954976,0.0013996245106682181,-0.0241019856184721,0.09554386883974075,0.09554386883974075,null,null,null,null,log_ratio,1e-06,1.0,0.009151146747171879,0.009374318644404411,0.015290571376681328,0.01389094814658165,1.0,0.5596988201141357,16.762587170504553,0.6678336262702942,0.6678336262702942,0.009151146747171879,0.0,0.25,0.009151146747171879,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9761932492256165,1.1007579565048218,-0.006139425095170736,0.00029411306604743004,0.23993976414203644,0.23993976414203644,0.23993976414203644,region,1.0,0.75,0.05,0.22513504326343536,0.04873047024011612,0.726147472858429,733.5250244140625,both,1.0,0.75,0.05,0.011484315618872643,0.007615204434841871,0.0006226953701116145,0.009151146747171879,0.015290571376681328,0.009374318644404411,0.01389094814658165,0.5813962817192078,0.38930395245552063,0.42396774888038635,0.26308533549308777,0.1,0.05,0.1,0.08643732219934464,0.009151146747171879,0.015290571376681328,0.009374318644404411,0.01389094814658165,0.8658608794212341,0.6269332766532898,0.9302828311920166,0.9967825412750244,0.22512207925319672,0.22509765625,gt_error,latent_x0
270,270,0.6811674237251282,0.6038671731948853,1.0,-0.0008678958984091878,0.1465432196855545,-0.00037261657416820526,0.1027190089225769,-0.0008678958984091878,0.1465432196855545,0.1465432196855545,null,null,null,null,log_ratio,1e-06,1.0,0.4288405179977417,0.42921313643455505,0.7576450109481812,0.654926061630249,1.0,0.5467427372932434,2.49907091198402,0.6811674237251282,0.6811674237251282,0.4288405179977417,0.0,0.25,0.4288405179977417,0.05,0.0014920053072273731,1.0,0.0,0.0014920053072273731,0.008717693388462067,0.5,0.9991318583488464,1.1568405628204346,-0.32880455255508423,0.025586575269699097,0.18751850724220276,0.18751850724220276,0.18751850724220276,region,1.0,0.75,0.05,0.289559930562973,0.05778808519244194,0.652026355266571,902.7562866210938,both,1.0,0.75,0.05,0.5041860342025757,0.3639143407344818,0.04985435679554939,0.4288405179977417,0.7576450109481812,0.42921313643455505,0.654926061630249,0.6268012523651123,0.3727482855319977,0.139297753572464,0.1012643426656723,0.1,0.05,0.1,0.05436615273356438,0.4288405179977417,0.7576450109481812,0.42921313643455505,0.654926061630249,0.9206964373588562,0.7354702949523926,0.9922447204589844,1.0,0.2901855409145355,0.2862304747104645,gt_error,latent_x0
280,280,0.6427228450775146,0.5564071536064148,1.0,-0.011467219330370426,0.19074386358261108,-0.0026902267709374428,0.08835001289844513,-0.011467219330370426,0.19074386358261108,0.19074386358261108,null,null,null,null,log_ratio,1e-06,1.0,0.23525279760360718,0.23794302344322205,0.5081329941749573,0.41978299617767334,1.0,0.5734071135520935,2.297736413323464,0.6427228450775146,0.6427228450775146,0.23525279760360718,0.0,0.25,0.23525279760360718,0.05,4.397275552037172e-05,1.0,0.0,4.397275552037172e-05,0.0007035640883259475,0.0625,0.9886938333511353,1.210465908050537,-0.2728801965713501,0.02141493558883667,0.2957659363746643,0.2957659363746643,0.2957659363746643,region,1.0,0.75,0.05,0.24956054985523224,0.05625000223517418,0.694140613079071,802.60009765625,both,1.0,0.75,0.05,0.29848283529281616,0.1758326292037964,0.014095019549131393,0.23525279760360718,0.5081329941749573,0.23794302344322205,0.41978299617767334,0.5682137608528137,0.41186025738716125,0.31970199942588806,0.17337921261787415,0.1,0.05,0.1,0.07450905442237854,0.23525279760360718,0.5081329941749573,0.23794302344322205,0.41978299617767334,0.9221948981285095,0.7863762378692627,0.9776434898376465,1.0,0.24960938096046448,0.24589844048023224,gt_error,latent_x0
290,290,0.6277111172676086,0.5509143471717834,1.0,-0.011196648702025414,0.20239119231700897,-0.0031755995005369186,0.13051927089691162,-0.011196648702025414,0.20239119231700897,0.20239119231700897,null,null,null,null,log_ratio,1e-06,1.0,0.2836534380912781,0.28682905435562134,0.7118406295776367,0.5813213586807251,1.0,0.5766343474388123,3.54561304287639,0.6277111172676086,0.6277111172676086,0.2836534380912781,0.0,0.25,0.2836534380912781,0.05,0.0005428717122413218,1.0,0.0,0.0005428717122413218,0.006956287194043398,0.125,0.9889285564422607,1.2245217561721802,-0.42818722128868103,0.03183591365814209,0.30897223949432373,0.30897223949432373,0.30897223949432373,region,1.0,0.75,0.05,0.2552123963832855,0.05039062723517418,0.692187488079071,813.6000366210938,both,1.0,0.75,0.05,0.35036760568618774,0.22254756093025208,0.010405064560472965,0.2836534380912781,0.7118406295776367,0.28682905435562134,0.5813213586807251,0.5656399130821228,0.41309547424316406,0.18573273718357086,0.11475007236003876,0.1,0.05,0.1,0.062071193009614944,0.2836534380912781,0.7118406295776367,0.28682905435562134,0.5813213586807251,0.8949014544487,0.596436619758606,0.9893618822097778,1.0,0.2574218809604645,0.2568115293979645,gt_error,latent_x0
300,300,0.6485061645507812,0.5663458108901978,1.0,-0.01380486786365509,0.16290096938610077,-0.003135998733341694,0.06718547642230988,-0.01380486786365509,0.16290096938610077,0.16290096938610077,null,null,null,null,log_ratio,1e-06,1.0,0.2224937081336975,0.22562970221042633,0.44631242752075195,0.37912696599960327,1.0,0.5677434802055359,2.3554702778038794,0.6485061645507812,0.6485061645507812,0.2224937081336975,0.0,0.25,0.2224937081336975,0.05,0.000636652868706733,1.0,0.0,0.000636652868706733,0.008752790279686451,0.125,0.9861011505126953,1.1772109270095825,-0.22381871938705444,0.016012370586395264,0.2726505398750305,0.2726505398750305,0.2726505398750305,region,1.0,0.75,0.05,0.29887086153030396,0.05898437649011612,0.6421875357627869,925.2000122070312,both,1.0,0.75,0.05,0.27949434518814087,0.13947246968746185,0.010976371355354786,0.2224937081336975,0.44631242752075195,0.22562970221042633,0.37912696599960327,0.5781071186065674,0.39495521783828735,0.30435675382614136,0.15685690939426422,0.1,0.05,0.1,0.07039905339479446,0.2224937081336975,0.44631242752075195,0.22562970221042633,0.37912696599960327,0.8692981600761414,0.5174208283424377,0.9804413318634033,1.0,0.298828125,0.29853516817092896,gt_error,latent_x0
310,310,0.6133893728256226,0.5266016721725464,1.0,-0.040880538523197174,0.13173577189445496,-0.0033868406899273396,0.013887228444218636,-0.040880538523197174,0.13173577189445496,0.13173577189445496,null,null,null,null,log_ratio,1e-06,1.0,0.08027581125497818,0.08366264402866364,0.11198639869689941,0.09809917211532593,1.0,0.5912348628044128,4.815106327162817,0.6133893728256226,0.6133893728256226,0.08027581125497818,0.0,0.25,0.08027581125497818,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9595179557800293,1.1415631771087646,-0.031710587441921234,0.0026250965893268585,0.36907240748405457,0.36907240748405457,0.36907240748405457,region,1.0,0.75,0.05,0.25202637910842896,0.05156249925494194,0.696093738079071,803.6000366210938,both,1.0,0.75,0.05,0.09967909008264542,0.06214698404073715,0.004924827720969915,0.08027581125497818,0.11198639869689941,0.08366264402866364,0.09809917211532593,0.5306154489517212,0.41637787222862244,0.3869490623474121,0.21788661181926727,0.1,0.05,0.1,0.08277390897274017,0.08027581125497818,0.11198639869689941,0.08366264402866364,0.09809917211532593,0.8326822519302368,0.4565041661262512,0.9294083714485168,0.984329342842102,0.2523437440395355,0.2522949278354645,gt_error,latent_x0
320,320,0.6260790228843689,0.5383091568946838,1.0,-0.020097123458981514,0.1904805600643158,-0.006575262174010277,0.09962517023086548,-0.020097123458981514,0.1904805600643158,0.1904805600643158,null,null,null,null,log_ratio,1e-06,1.0,0.3237599730491638,0.33033525943756104,0.5729376077651978,0.4733124077320099,1.0,0.5838470458984375,2.6955560499326774,0.6260790228843689,0.6260790228843689,0.3237599730491638,0.0,0.25,0.3237599730491638,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9800950884819031,1.2104851007461548,-0.24917757511138916,0.02326248586177826,0.33858630061149597,0.33858630061149597,0.33858630061149597,region,1.0,0.75,0.05,0.2502494752407074,0.05292968824505806,0.6968017816543579,799.971923828125,both,1.0,0.75,0.05,0.41035225987434387,0.23468446731567383,0.02020138129591942,0.3237599730491638,0.5729376077651978,0.33033525943756104,0.4733124077320099,0.5544971823692322,0.4654807150363922,0.23492658138275146,0.1328744888305664,0.1,0.05,0.1,0.07158184796571732,0.3237599730491638,0.5729376077651978,0.33033525943756104,0.4733124077320099,0.8626672625541687,0.4993412494659424,0.9758247137069702,0.9939099550247192,0.2502685487270355,0.2501220703125,gt_error,latent_x0
330,330,0.6328294277191162,0.5412384271621704,1.0,-0.0425327867269516,0.09591569751501083,-9.350350592285395e-05,0.00022990151774138212,-0.0425327867269516,0.09591569751501083,0.09591569751501083,null,null,null,null,log_ratio,1e-06,1.0,0.002138958778232336,0.002232462400570512,0.002492999890819192,0.0022630984894931316,1.0,0.5823817849159241,17.857499055356158,0.6328294277191162,0.6328294277191162,0.002138958778232336,0.0,0.25,0.002138958778232336,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.958116352558136,1.1015870571136475,-0.000354041054379195,3.409944474697113e-05,0.3325585722923279,0.3325585722923279,0.3325585722923279,region,1.0,0.75,0.05,0.23246459662914276,0.05078125,0.7152343988418579,757.5499877929688,both,1.0,0.75,0.05,0.003027738071978092,0.00086307676974684,0.00014217068383004516,0.002138958778232336,0.002492999890819192,0.002232462400570512,0.0022630984894931316,0.5413453578948975,0.32030436396598816,0.7280866503715515,0.23049327731132507,0.1,0.05,0.1,0.09148409962654114,0.002138958778232336,0.002492999890819192,0.002232462400570512,0.0022630984894931316,0.9397698640823364,0.8720740079879761,0.9885294437408447,1.0,0.23398438096046448,0.2337646484375,gt_error,latent_x0
340,340,0.6675538420677185,0.5805137157440186,1.0,-0.01960228756070137,0.11405891925096512,-0.0014141448773443699,0.015144993551075459,-0.01960228756070137,0.11405891925096512,0.11405891925096512,null,null,null,null,log_ratio,1e-06,1.0,0.07168129086494446,0.07309544086456299,0.13956215977668762,0.12441717088222504,1.0,0.5598578453063965,3.6436308131776034,0.6675538420677185,0.6675538420677185,0.07168129086494446,0.0,0.25,0.07168129086494446,0.05,0.00012924559996463358,1.0,0.0,0.00012924559996463358,0.0020679295994341373,0.0625,0.9806534051895142,1.121727466583252,-0.06788087636232376,0.003432709723711014,0.2405850887298584,0.2405850887298584,0.2405850887298584,region,1.0,0.75,0.05,0.25438156723976135,0.05439453199505806,0.68896484375,816.8751220703125,both,1.0,0.75,0.05,0.09135995805263519,0.05041511356830597,0.0031198044307529926,0.07168129086494446,0.13956215977668762,0.07309544086456299,0.12441717088222504,0.5842270255088806,0.35773417353630066,0.5011029243469238,0.224982351064682,0.1,0.05,0.1,0.0833268016576767,0.07168129086494446,0.13956215977668762,0.07309544086456299,0.12441717088222504,0.9151697158813477,0.7574281096458435,0.9817879796028137,1.0,0.25664064288139343,0.25493165850639343,gt_error,latent_x0
350,350,0.5622594952583313,0.4743839204311371,1.0,-0.07777562737464905,0.10621388256549835,-0.0013036159798502922,0.004463938530534506,-0.07777562737464905,0.10621388256549835,0.10621388256549835,null,null,null,null,log_ratio,1e-06,1.0,0.015954773873090744,0.01725839078426361,0.04197671264410019,0.037512779235839844,1.0,0.6275324821472168,9.160580478553342,0.5622594952583313,0.5622594952583313,0.015954773873090744,0.0,0.25,0.015954773873090744,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.924464762210846,1.1189976930618286,-0.026021940633654594,0.0007900791242718697,0.5216454863548279,0.5216454863548279,0.5216454863548279,region,1.0,0.75,0.05,0.2346542328596115,0.048583984375,0.718579113483429,751.6500244140625,both,1.0,0.75,0.05,0.02132631652057171,0.009434470906853676,0.0009963521733880043,0.015954773873090744,0.04197671264410019,0.01725839078426361,0.037512779235839844,0.4751816689968109,0.4122394025325775,0.4714373052120209,0.22282005846500397,0.1,0.05,0.1,0.08707781136035919,0.015954773873090744,0.04197671264410019,0.01725839078426361,0.037512779235839844,0.8571518063545227,0.5713326930999756,0.9473059177398682,0.9912770986557007,0.23283691704273224,0.23271484673023224,gt_error,latent_x0
360,360,0.6579147577285767,0.5661299228668213,1.0,-0.012217781506478786,0.16983623802661896,-0.0015061292797327042,0.03772004693746567,-0.012217781506478786,0.16983623802661896,0.16983623802661896,null,null,null,null,log_ratio,1e-06,1.0,0.12257172167301178,0.12407785654067993,0.2401798665523529,0.20245981216430664,1.0,0.5679234862327576,2.8686897436120815,0.6579147577285767,0.6579147577285767,0.12257172167301178,0.0,0.25,0.12257172167301178,0.05,0.0002693458809517324,1.0,0.0,0.0002693458809517324,0.004309534095227718,0.0625,0.9878613948822021,1.1863088607788086,-0.11760812997817993,0.009053483605384827,0.2733842134475708,0.2733842134475708,0.2733842134475708,region,1.0,0.75,0.05,0.274575799703598,0.05976562574505806,0.665478527545929,867.6968994140625,both,1.0,0.75,0.05,0.15581576526165009,0.08324234187602997,0.006038456689566374,0.12257172167301178,0.2401798665523529,0.12407785654067993,0.20245981216430664,0.5725278854370117,0.4537986218929291,0.39577022194862366,0.2021852731704712,0.1,0.05,0.1,0.08538690209388733,0.12257172167301178,0.2401798665523529,0.12407785654067993,0.20245981216430664,0.8777408003807068,0.5832213163375854,0.9754217267036438,1.0,0.2747558653354645,0.2743896543979645,gt_error,latent_x0
370,370,0.570806086063385,0.49862655997276306,1.0,-0.023657044395804405,0.25480639934539795,-0.00696919672191143,0.16305366158485413,-0.023657044395804405,0.25480639934539795,0.25480639934539795,null,null,null,null,log_ratio,1e-06,1.0,0.2911098003387451,0.2980790138244629,0.7255880832672119,0.5625343918800354,1.0,0.6074946522712708,2.931788765185361,0.570806086063385,0.570806086063385,0.2911098003387451,0.0,0.25,0.2911098003387451,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9766196012496948,1.2898554801940918,-0.4344782531261444,0.039021119475364685,0.4367932379245758,0.4367932379245758,0.4367932379245758,region,1.0,0.75,0.05,0.24469605088233948,0.05234375223517418,0.702343761920929,786.9000244140625,both,1.0,0.75,0.05,0.3518824577331543,0.25721311569213867,0.025280894711613655,0.2911098003387451,0.7255880832672119,0.2980790138244629,0.5625343918800354,0.5131820440292358,0.3871310353279114,0.1619863659143448,0.1081160232424736,0.1,0.05,0.1,0.057624027132987976,0.2911098003387451,0.7255880832672119,0.2980790138244629,0.5625343918800354,0.9211633801460266,0.7643032670021057,0.9884942173957825,1.0,0.24531249701976776,0.23749999701976776,gt_error,latent_x0
380,380,0.621641993522644,0.5381266474723816,1.0,-0.0056405337527394295,0.2486150711774826,-0.0024735480546951294,0.16536816954612732,-0.0056405337527394295,0.2486150711774826,0.2486150711774826,null,null,null,null,log_ratio,1e-06,1.0,0.4375038743019104,0.4399774372577667,0.7464879155158997,0.5811197757720947,1.0,0.5839406847953796,2.4727869742413677,0.621641993522644,0.621641993522644,0.4375038743019104,0.0,0.25,0.4375038743019104,0.05,0.00020218764257151634,1.0,0.0,0.00020218764257151634,0.0022965504322201014,0.125,0.9943779706954956,1.2845680713653564,-0.30898404121398926,0.04072365164756775,0.33897149562835693,0.33897149562835693,0.33897149562835693,region,1.0,0.75,0.05,0.22565917670726776,0.05429687723517418,0.719531238079071,743.1000366210938,both,1.0,0.75,0.05,0.5470653176307678,0.37290436029434204,0.04316995292901993,0.4375038743019104,0.7464879155158997,0.4399774372577667,0.5811197757720947,0.560204029083252,0.4193955659866333,0.17213687300682068,0.10891580581665039,0.1,0.05,0.1,0.061437979340553284,0.4375038743019104,0.7464879155158997,0.4399774372577667,0.5811197757720947,0.8517571687698364,0.6645725965499878,0.9077426195144653,0.9913254976272583,0.22617188096046448,0.2254638671875,gt_error,latent_x0
390,390,0.573552131652832,0.48619455099105835,1.0,-0.04056835174560547,0.2151394933462143,-0.0035907477140426636,0.023148758336901665,-0.04056835174560547,0.2151394933462143,0.2151394933462143,null,null,null,null,log_ratio,1e-06,1.0,0.08614035695791245,0.08973110467195511,0.11925439536571503,0.09610563516616821,1.0,0.6158016920089722,4.253975722187962,0.573552131652832,0.573552131652832,0.08614035695791245,0.0,0.25,0.08614035695791245,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.959983229637146,1.2408678531646729,-0.03311403468251228,0.004889503121376038,0.4717661440372467,0.4717661440372467,0.4717661440372467,region,1.0,0.75,0.05,0.24616852402687073,0.04819336161017418,0.705249011516571,785.8500366210938,both,1.0,0.75,0.05,0.11078129708766937,0.055074118077754974,0.005527166649699211,0.08614035695791245,0.11925439536571503,0.08973110467195511,0.09610563516616821,0.4905015826225281,0.43269529938697815,0.3959084749221802,0.19985559582710266,0.1,0.05,0.1,0.08305051922798157,0.08614035695791245,0.11925439536571503,0.08973110467195511,0.09610563516616821,0.8695074319839478,0.5909391641616821,0.9650214910507202,0.9923652410507202,0.24655762314796448,0.24641112983226776,gt_error,latent_x0
400,400,0.5933014154434204,0.4972895085811615,1.0,-0.018340764567255974,0.27862119674682617,-0.007922494783997536,0.19582004845142365,-0.018340764567255974,0.27862119674682617,0.27862119674682617,null,null,null,null,log_ratio,1e-06,1.0,0.42919492721557617,0.43711739778518677,0.8049229383468628,0.6091029047966003,1.0,0.6082543134689331,1.806727332713753,0.5933014154434204,0.5933014154434204,0.42919492721557617,0.0,0.25,0.42919492721557617,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9818756580352783,1.3214892148971558,-0.3757280111312866,0.046974390745162964,0.43998032808303833,0.43998032808303833,0.43998032808303833,region,1.0,0.75,0.05,0.2522296905517578,0.05356445536017418,0.6934814453125,806.1875,both,1.0,0.75,0.05,0.5286773443222046,0.3477962017059326,0.03633095324039459,0.42919492721557617,0.8049229383468628,0.43711739778518677,0.6091029047966003,0.5187492370605469,0.5030128359794617,0.21498297154903412,0.13501714169979095,0.1,0.05,0.1,0.07455214858055115,0.42919492721557617,0.8049229383468628,0.43711739778518677,0.6091029047966003,0.8363127112388611,0.44023457169532776,0.9356839656829834,0.9823909997940063,0.2529540956020355,0.2529296875,gt_error,latent_x0
410,410,0.4943086504936218,0.4098120331764221,1.0,-0.10189668089151382,0.15272799134254456,-0.001531366491690278,0.003933653235435486,-0.10189668089151382,0.15272799134254456,0.15272799134254456,null,null,null,null,log_ratio,1e-06,1.0,0.014464021660387516,0.015995386987924576,0.027345407754182816,0.02341175451874733,1.0,0.668274998664856,10.383155507560708,0.4943086504936218,0.4943086504936218,0.014464021660387516,0.0,0.25,0.014464021660387516,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9042620658874512,1.168020486831665,-0.012881385162472725,0.0006005717441439629,0.7003933787345886,0.7003933787345886,0.7003933787345886,region,1.0,0.75,0.05,0.2552123963832855,0.05039062723517418,0.692187488079071,813.6000366210938,both,1.0,0.75,0.05,0.01979461871087551,0.00593791576102376,0.0004034385201521218,0.014464021660387516,0.027345407754182816,0.015995386987924576,0.02341175451874733,0.4105352461338043,0.3874725103378296,0.5240434408187866,0.18823973834514618,0.1,0.05,0.1,0.08377339690923691,0.014464021660387516,0.027345407754182816,0.015995386987924576,0.02341175451874733,0.8949014544487,0.596436619758606,0.9893618822097778,1.0,0.2574218809604645,0.2568115293979645,gt_error,latent_x0
